parent_label,label,video_path,include_50,archive
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3133.MOV,True,Means_of_Transportation_2of2.zip
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_0023.MOV,True,Pronouns_2of2.zip
Animals,4. Bird,Animals/4. Bird/MVI_4157.MOV,True,Animals_1of2.zip
Jobs,91. Priest,Jobs/91. Priest/MVI_4486.MOV,True,Jobs_1of2.zip
Places,23. Court,Places/23. Court/MVI_3287.MOV,True,Places_2of4.zip
Adjectives,94. good,Adjectives/94. good/MVI_9351.MOV,True,Adjectives_7of8.zip
Home,34. Pen,Home/34. Pen/MVI_9032.MP4,True,Home_2of4.zip
People,61. Father,People/61. Father/MVI_5228.MOV,True,People_1of5.zip
Places,28. Store or Shop,People/61. Father/MVI_5228.MOV,True,People_1of5.zip
People,77. Boy,People/77. Boy/MVI_4112.MOV,True,People_4of5.zip
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_5526.MOV,True,Days_and_Time_3of3.zip
People,61. Father,People/61. Father/MVI_5081.MOV,True,People_1of5.zip
Seasons,61. Summer,Seasons/61. Summer/MVI_4990.MOV,True,Seasons_1of1.zip
Home,40. Paint,Home/40. Paint/MVI_4926.MOV,True,Home_3of4.zip
Animals,5. Cow,Animals/5. Cow/MVI_8569.MP4,True,Animals_1of2.zip
Adjectives,78. long,Adjectives/78. long/MVI_5107.MOV,True,Adjectives_4of8.zip
Clothes,37. Hat,Clothes/37. Hat/MVI_4197.MOV,True,Clothes_1of2.zip
Home,34. Pen,Home/34. Pen/MVI_9034.MP4,True,Home_2of4.zip
Seasons,64. Fall,Seasons/64. Fall/MVI_9133.MP4,True,Seasons_1of1.zip
Animals,4. Bird,Animals/4. Bird/MVI_3071.MOV,True,Animals_1of2.zip
Colours,47. Red,Colours/47. Red/MVI_3867.MOV,True,Colours_1of2.zip
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9934.MOV,True,Greetings_1of2.zip
Adjectives,94. good,Adjectives/94. good/MVI_9268.MOV,True,Adjectives_7of8.zip
Colours,55. White,Colours/55. White/MVI_4216.MOV,True,Colours_2of2.zip
People,77. Boy,People/77. Boy/MVI_5133.MOV,True,People_4of5.zip
Adjectives,3. happy,Adjectives/3. happy/MVI_9374.MOV,True,Adjectives_1of8.zip
Adjectives,84. small little,Adjectives/84. small little/MVI_9400.MOV,True,Adjectives_5of8.zip
Clothes,44. Shoes,Clothes/44. Shoes/MVI_5030.MOV,True,Clothes_2of2.zip
Society,14. Election,Society/14. Election/MVI_4304.MOV,True,Society_2of3.zip
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9373.MOV,True,Adjectives_1of8.zip
People,61. Father,People/61. Father/MVI_4941.MOV,True,People_1of5.zip
Animals,5. Cow,Animals/5. Cow/MVI_8570.MP4,True,Animals_1of2.zip
Adjectives,79. short,Adjectives/79. short/MVI_5111.MOV,True,Adjectives_4of8.zip
Clothes,37. Hat,Clothes/37. Hat/MVI_3835.MOV,True,Clothes_1of2.zip
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0007.MOV,True,Greetings_2of2.zip
Adjectives,84. small little,Adjectives/84. small little/MVI_9238.MOV,True,Adjectives_5of8.zip
Animals,5. Cow,Animals/5. Cow/MVI_3049.MOV,True,Animals_1of2.zip
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9292.MOV,True,Adjectives_1of8.zip
Places,35. Bank,Places/35. Bank/MVI_3500.MOV,True,Places_4of4.zip
Seasons,64. Fall,Seasons/64. Fall/MVI_9134.MP4,True,Seasons_1of1.zip
Pronouns,40. I,Pronouns/40. I/MVI_0002.MOV,True,Pronouns_1of2.zip
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_0024.MOV,True,Pronouns_2of2.zip
Home,40. Paint,Home/40. Paint/MVI_8819.MP4,True,Home_3of4.zip
Adjectives,78. long,Adjectives/78. long/MVI_9458.MOV,True,Adjectives_4of8.zip
Places,19. House,Places/19. House/MVI_3437.MOV,True,Places_1of4.zip
Adjectives,91. new,Adjectives/91. new/MVI_5307.MOV,True,Adjectives_6of8.zip
Adjectives,84. small little,Adjectives/91. new/MVI_5307.MOV,True,Adjectives_6of8.zip
Adjectives,84. small little,Adjectives/84. small little/MVI_5207.MOV,True,Adjectives_5of8.zip
Adjectives,83. big large,Adjectives/83. big large/MVI_9477.MOV,True,Adjectives_5of8.zip
Adjectives,83. big large,Adjectives/83. big large/MVI_9476.MOV,True,Adjectives_5of8.zip
Adjectives,83. big large,Adjectives/83. big large/MVI_9235.MOV,True,Adjectives_5of8.zip
Animals,4. Bird,Animals/4. Bird/MVI_3040.MOV,True,Animals_1of2.zip
Society,14. Election,Society/14. Election/MVI_8712.MP4,True,Society_2of3.zip
Greetings,55. Thank you,Greetings/55. Thank you/MVI_9949.MOV,True,Greetings_2of2.zip
Society,14. Election,Society/14. Election/MVI_8969.MP4,True,Society_2of3.zip
Colours,47. Red,Colours/47. Red/MVI_5039.MOV,True,Colours_1of2.zip
Adjectives,91. new,Adjectives/91. new/MVI_9340.MOV,True,Adjectives_6of8.zip
Adjectives,83. big large,Adjectives/83. big large/MVI_9394.MOV,True,Adjectives_5of8.zip
Pronouns,44. it,Pronouns/44. it/MVI_9937.MOV,True,Pronouns_1of2.zip
Places,35. Bank,Places/35. Bank/MVI_3663.MOV,True,Places_4of4.zip
Colours,54. Black,Colours/54. Black/MVI_4918.MOV,True,Colours_2of2.zip
Adjectives,3. happy,Adjectives/3. happy/MVI_5343.MOV,True,Adjectives_1of8.zip
Colours,55. White,Colours/55. White/MVI_4044.MOV,True,Colours_2of2.zip
Electronics,53. Fan,Electronics/53. Fan/MVI_5389.MOV,True,Electronics_1of2.zip
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3554.MOV,True,Places_3of4.zip
Animals,5. Cow,Animals/5. Cow/MVI_3098.MOV,True,Animals_1of2.zip
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3194.MOV,True,Means_of_Transportation_2of2.zip
Home,34. Pen,Home/34. Pen/MVI_8794.MP4,True,Home_2of4.zip
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3553.MOV,True,Places_3of4.zip
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3210.MOV,True,Means_of_Transportation_1of2.zip
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_0046.MOV,True,Greetings_1of2.zip
People,61. Father,People/61. Father/MVI_4060.MOV,True,People_1of5.zip
Seasons,61. Summer,Seasons/61. Summer/MVI_4992.MOV,True,Seasons_1of1.zip
Animals,5. Cow,Animals/5. Cow/MVI_3046.MOV,True,Animals_1of2.zip
Places,23. Court,Places/23. Court/MVI_3285.MOV,True,Places_2of4.zip
Animals,4. Bird,Places/23. Court/MVI_3285.MOV,True,Places_2of4.zip
Colours,47. Red,Colours/47. Red/MVI_3719.MOV,True,Colours_1of2.zip
Greetings,48. Hello,Greetings/48. Hello/MVI_9917.MOV,True,Greetings_1of2.zip
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3224.MOV,True,Means_of_Transportation_2of2.zip
Adjectives,84. small little,Adjectives/84. small little/MVI_9480.MOV,True,Adjectives_5of8.zip
Seasons,64. Fall,Seasons/64. Fall/MVI_5000.MOV,True,Seasons_1of1.zip
Places,35. Bank,Seasons/64. Fall/MVI_5000.MOV,True,Seasons_1of1.zip
Animals,4. Bird,Animals/4. Bird/MVI_4156.MOV,True,Animals_1of2.zip
Home,34. Pen,Home/34. Pen/MVI_8795.MP4,True,Home_2of4.zip
Society,2. Death,Society/2. Death/MVI_8663.MP4,True,Society_1of3.zip
Places,35. Bank,Places/35. Bank/MVI_3421.MOV,True,Places_4of4.zip
Clothes,44. Shoes,Clothes/44. Shoes/MVI_4008.MOV,True,Clothes_2of2.zip
Adjectives,3. happy,Adjectives/3. happy/MVI_9376.MOV,True,Adjectives_1of8.zip
Adjectives,84. small little,Adjectives/84. small little/MVI_9237.MOV,True,Adjectives_5of8.zip
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_9175.MP4,True,Days_and_Time_2of3.zip
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9537.MOV,True,Adjectives_1of8.zip
Places,19. House,Places/19. House/MVI_3514.MOV,True,Places_1of4.zip
People,78. Girl,People/78. Girl/MVI_4115.MOV,True,People_4of5.zip
Clothes,44. Shoes,Clothes/44. Shoes/MVI_3856.MOV,True,Clothes_2of2.zip
Adjectives,3. happy,Adjectives/3. happy/MVI_9456.MOV,True,Adjectives_1of8.zip
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_0032.MOV,True,Pronouns_2of2.zip
Adjectives,78. long,Adjectives/78. long/MVI_5267.MOV,True,Adjectives_4of8.zip
Colours,47. Red,Colours/47. Red/MVI_4897.MOV,True,Colours_1of2.zip
People,78. Girl,People/78. Girl/MVI_4986.MOV,True,People_4of5.zip
People,61. Father,People/61. Father/MVI_3909.MOV,True,People_1of5.zip
Adjectives,1. loud,Adjectives/1. loud/MVI_9534.MOV,True,Adjectives_1of8.zip
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3118.MOV,True,Means_of_Transportation_1of2.zip
Pronouns,40. I,Pronouns/40. I/MVI_9922.MOV,True,Pronouns_1of2.zip
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3240.MOV,True,Means_of_Transportation_1of2.zip
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_9204.MP4,True,Days_and_Time_3of3.zip
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_5171.MOV,True,Clothes_2of2.zip
Animals,1. Dog,Animals/1. Dog/MVI_8561.MP4,True,Animals_1of2.zip
Clothes,37. Hat,Clothes/37. Hat/MVI_3837.MOV,True,Clothes_1of2.zip
People,61. Father,People/61. Father/MVI_8626.MP4,True,People_1of5.zip
Adjectives,1. loud,Adjectives/1. loud/MVI_5178.MOV,True,Adjectives_1of8.zip
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3633.MOV,True,Places_3of4.zip
Adjectives,87. hot,Adjectives/87. hot/MVI_9410.MOV,True,Adjectives_6of8.zip
Home,40. Paint,Home/40. Paint/MVI_8820.MP4,True,Home_3of4.zip
People,66. Brother,People/66. Brother/MVI_5245.MOV,True,People_2of5.zip
Jobs,91. Priest,Jobs/91. Priest/MVI_8888.MP4,True,Jobs_1of2.zip
Adjectives,84. small little,Adjectives/84. small little/MVI_5208.MOV,True,Adjectives_5of8.zip
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3307.MOV,True,Places_3of4.zip
Adjectives,79. short,Adjectives/79. short/MVI_9302.MOV,True,Adjectives_4of8.zip
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_5023.MOV,True,Clothes_2of2.zip
Places,23. Court,Places/23. Court/MVI_3284.MOV,True,Places_2of4.zip
People,77. Boy,People/77. Boy/MVI_3962.MOV,True,People_4of5.zip
Animals,5. Cow,Animals/5. Cow/MVI_4159.MOV,True,Animals_1of2.zip
Home,28. Window,Home/28. Window/MVI_9013.MP4,True,Home_1of4.zip
Adjectives,97. dry,Adjectives/97. dry/MVI_9361.MOV,True,Adjectives_8of8.zip
Seasons,61. Summer,Seasons/61. Summer/MVI_5422.MOV,True,Seasons_1of1.zip
Greetings,48. Hello,Greetings/48. Hello/MVI_0039.MOV,True,Greetings_1of2.zip
Adjectives,97. dry,Adjectives/97. dry/MVI_5248.MOV,True,Adjectives_8of8.zip
Pronouns,40. I,Pronouns/40. I/MVI_0003.MOV,True,Pronouns_1of2.zip
Pronouns,44. it,Pronouns/44. it/MVI_9939.MOV,True,Pronouns_1of2.zip
Adjectives,2. quiet,Adjectives/2. quiet/MVI_5340.MOV,True,Adjectives_1of8.zip
Society,14. Election,Society/14. Election/MVI_4306.MOV,True,Society_2of3.zip
People,66. Brother,People/66. Brother/MVI_3778.MOV,True,People_2of5.zip
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_0099.MOV,True,Greetings_1of2.zip
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_4192.MOV,True,Means_of_Transportation_2of2.zip
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9945.MOV,True,Pronouns_2of2.zip
Adjectives,91. new,Adjectives/91. new/MVI_9261.MOV,True,Adjectives_6of8.zip
Adjectives,94. good,Adjectives/94. good/MVI_5159.MOV,True,Adjectives_7of8.zip
Places,23. Court,Places/23. Court/MVI_3532.MOV,True,Places_2of4.zip
People,77. Boy,People/77. Boy/MVI_3815.MOV,True,People_4of5.zip
Places,19. House,Places/19. House/MVI_3269.MOV,True,Places_1of4.zip
Colours,54. Black,Colours/54. Black/MVI_4039.MOV,True,Colours_2of2.zip
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0112.MOV,True,Greetings_2of2.zip
Electronics,53. Fan,Electronics/53. Fan/MVI_4964.MOV,True,Electronics_1of2.zip
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_0044.MOV,True,Greetings_1of2.zip
Adjectives,83. big large,Adjectives/83. big large/MVI_5125.MOV,True,Adjectives_5of8.zip
Colours,55. White,Colours/55. White/MVI_3744.MOV,True,Colours_2of2.zip
Adjectives,79. short,Adjectives/79. short/MVI_5190.MOV,True,Adjectives_4of8.zip
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_5394.MOV,True,Electronics_1of2.zip
Colours,55. White,Colours/55. White/MVI_5063.MOV,True,Colours_2of2.zip
Days_and_Time,67. Monday,Days_and_Time/67. Monday/MVI_5448.MOV,True,Days_and_Time_1of3.zip
Jobs,84. Teacher,Jobs/84. Teacher/MVI_4745.MOV,True,Jobs_1of2.zip
Adjectives,91. new,Adjectives/91. new/MVI_9423.MOV,True,Adjectives_6of8.zip
Seasons,64. Fall,Seasons/64. Fall/MVI_5433.MOV,True,Seasons_1of1.zip
Adjectives,83. big large,Adjectives/83. big large/MVI_9396.MOV,True,Adjectives_5of8.zip
Animals,4. Bird,Animals/4. Bird/MVI_3011.MOV,True,Animals_1of2.zip
Adjectives,94. good,Adjectives/94. good/MVI_9350.MOV,True,Adjectives_7of8.zip
Colours,47. Red,Colours/47. Red/MVI_3866.MOV,True,Colours_1of2.zip
Places,35. Bank,Places/35. Bank/MVI_3661.MOV,True,Places_4of4.zip
Animals,5. Cow,Animals/5. Cow/MVI_4158.MOV,True,Animals_1of2.zip
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9992.MOV,True,Greetings_1of2.zip
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_4638.MOV,True,Days_and_Time_2of3.zip
Electronics,53. Fan,Electronics/53. Fan/MVI_4535.MOV,True,Electronics_1of2.zip
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_4967.MOV,True,Electronics_1of2.zip
Greetings,48. Hello,Greetings/48. Hello/MVI_0031.MOV,True,Greetings_1of2.zip
Adjectives,84. small little,Adjectives/84. small little/MVI_9320.MOV,True,Adjectives_5of8.zip
Adjectives,79. short,Adjectives/79. short/MVI_9303.MOV,True,Adjectives_4of8.zip
Adjectives,87. hot,Adjectives/87. hot/MVI_9248.MOV,True,Adjectives_6of8.zip
Places,35. Bank,Places/35. Bank/MVI_3584.MOV,True,Places_4of4.zip
Adjectives,79. short,Adjectives/79. short/MVI_5191.MOV,True,Adjectives_4of8.zip
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_3704.MOV,True,Clothes_2of2.zip
Clothes,37. Hat,Clothes/37. Hat/MVI_4865.MOV,True,Clothes_1of2.zip
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3145.MOV,True,Means_of_Transportation_1of2.zip
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9539.MOV,True,Adjectives_1of8.zip
Society,14. Election,Society/14. Election/MVI_4841.MOV,True,Society_2of3.zip
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9948.MOV,True,Pronouns_2of2.zip
People,77. Boy,People/77. Boy/MVI_4111.MOV,True,People_4of5.zip
Adjectives,94. good,Adjectives/94. good/MVI_9430.MOV,True,Adjectives_7of8.zip
People,78. Girl,People/78. Girl/MVI_4985.MOV,True,People_4of5.zip
People,77. Boy,People/77. Boy/MVI_5134.MOV,True,People_4of5.zip
Days_and_Time,67. Monday,Days_and_Time/67. Monday/MVI_5447.MOV,True,Days_and_Time_1of3.zip
Adjectives,84. small little,Adjectives/84. small little/MVI_5127.MOV,True,Adjectives_5of8.zip
Adjectives,3. happy,Adjectives/3. happy/MVI_9297.MOV,True,Adjectives_1of8.zip
Places,35. Bank,Places/35. Bank/MVI_3419.MOV,True,Places_4of4.zip
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0060_.MOV,True,Greetings_2of2.zip
Jobs,84. Teacher,Jobs/84. Teacher/MVI_5313.MOV,True,Jobs_1of2.zip
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3384.MOV,True,Places_3of4.zip
Adjectives,87. hot,Adjectives/87. hot/MVI_9489.MOV,True,Adjectives_6of8.zip
People,61. Father,People/61. Father/MVI_5082.MOV,True,People_1of5.zip
Places,23. Court,Places/23. Court/MVI_3365.MOV,True,Places_2of4.zip
Greetings,55. Thank you,Greetings/55. Thank you/MVI_9984.MOV,True,Greetings_2of2.zip
Clothes,44. Shoes,Clothes/44. Shoes/MVI_4889.MOV,True,Clothes_2of2.zip
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_4537.MOV,True,Electronics_1of2.zip
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_5393.MOV,True,Electronics_1of2.zip
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_5494.MOV,True,Days_and_Time_2of3.zip
Animals,5. Cow,Animals/5. Cow/MVI_3048.MOV,True,Animals_1of2.zip
Animals,1. Dog,Animals/1. Dog/MVI_8560.MP4,True,Animals_1of2.zip
Adjectives,78. long,Adjectives/78. long/MVI_9379.MOV,True,Adjectives_4of8.zip
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3195.MOV,True,Means_of_Transportation_2of2.zip
People,77. Boy,People/77. Boy/MVI_8644.MP4,True,People_4of5.zip
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_5527.MOV,True,Days_and_Time_3of3.zip
Seasons,64. Fall,Seasons/64. Fall/MVI_5435.MOV,True,Seasons_1of1.zip
Pronouns,40. I,Pronouns/40. I/MVI_0014.MOV,True,Pronouns_1of2.zip
Pronouns,40. I,Pronouns/40. I/MVI_9880.MOV,True,Pronouns_1of2.zip
Clothes,37. Hat,Clothes/37. Hat/MVI_8600.MP4,True,Clothes_1of2.zip
Clothes,44. Shoes,Clothes/44. Shoes/MVI_5029.MOV,True,Clothes_2of2.zip
Adjectives,87. hot,Adjectives/87. hot/MVI_9487.MOV,True,Adjectives_6of8.zip
Adjectives,83. big large,Adjectives/83. big large/MVI_5283.MOV,True,Adjectives_5of8.zip
Adjectives,1. loud,Adjectives/1. loud/MVI_9369.MOV,True,Adjectives_1of8.zip
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_8597.MP4,True,Means_of_Transportation_2of2.zip
Animals,1. Dog,Animals/1. Dog/MVI_3029.MOV,True,Animals_1of2.zip
People,78. Girl,People/78. Girl/MVI_5136.MOV,True,People_4of5.zip
Greetings,48. Hello,Greetings/48. Hello/MVI_9957.MOV,True,Greetings_1of2.zip
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0006.MOV,True,Greetings_2of2.zip
Pronouns,44. it,Pronouns/44. it/MVI_9969.MOV,True,Pronouns_1of2.zip
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0113.MOV,True,Greetings_2of2.zip
Pronouns,44. it,Pronouns/44. it/MVI_9971.MOV,True,Pronouns_1of2.zip
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_5525.MOV,True,Days_and_Time_3of3.zip
Adjectives,87. hot,Adjectives/87. hot/MVI_9408.MOV,True,Adjectives_6of8.zip
Jobs,84. Teacher,Jobs/84. Teacher/MVI_4460.MOV,True,Jobs_1of2.zip
Adjectives,79. short,Adjectives/79. short/MVI_9220.MOV,True,Adjectives_4of8.zip
Adjectives,83. big large,Adjectives/83. big large/MVI_9475.MOV,True,Adjectives_5of8.zip
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3225.MOV,True,Means_of_Transportation_2of2.zip
Adjectives,1. loud,Adjectives/1. loud/MVI_9289.MOV,True,Adjectives_1of8.zip
Animals,5. Cow,Animals/5. Cow/MVI_3073.MOV,True,Animals_1of2.zip
Adjectives,1. loud,Adjectives/1. loud/MVI_5258.MOV,True,Adjectives_1of8.zip
Pronouns,44. it,Pronouns/44. it/MVI_9900.MOV,True,Pronouns_1of2.zip
Adjectives,91. new,Adjectives/91. new/MVI_5230.MOV,True,Adjectives_6of8.zip
Home,28. Window,Home/28. Window/MVI_9015.MP4,True,Home_1of4.zip
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9907.MOV,True,Pronouns_2of2.zip
Home,28. Window,Home/28. Window/MVI_4363.MOV,True,Home_1of4.zip
Places,35. Bank,Places/35. Bank/MVI_3335.MOV,True,Places_4of4.zip
Colours,54. Black,Colours/54. Black/MVI_4920.MOV,True,Colours_2of2.zip
Society,2. Death,Society/2. Death/MVI_4255.MOV,True,Society_1of3.zip
Home,40. Paint,Home/40. Paint/MVI_4415.MOV,True,Home_3of4.zip
Pronouns,44. it,Pronouns/44. it/MVI_9899.MOV,True,Pronouns_1of2.zip
Greetings,55. Thank you,Greetings/55. Thank you/MVI_9987.MOV,True,Greetings_2of2.zip
Adjectives,87. hot,Adjectives/87. hot/MVI_5216.MOV,True,Adjectives_6of8.zip
Places,23. Court,Places/23. Court/MVI_3286.MOV,True,Places_2of4.zip
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3552.MOV,True,Places_3of4.zip
Seasons,61. Summer,Seasons/61. Summer/MVI_4991.MOV,True,Seasons_1of1.zip
Animals,1. Dog,Animals/1. Dog/MVI_4147.MOV,True,Animals_1of2.zip
Animals,4. Bird,Animals/4. Bird/MVI_2988.MOV,True,Animals_1of2.zip
Days_and_Time,67. Monday,Days_and_Time/67. Monday/MVI_4593.MOV,True,Days_and_Time_1of3.zip
Seasons,61. Summer,Seasons/61. Summer/MVI_9122.MP4,True,Seasons_1of1.zip
Colours,55. White,Colours/55. White/MVI_5211.MOV,True,Colours_2of2.zip
Home,40. Paint,Home/40. Paint/MVI_8821.MP4,True,Home_3of4.zip
Greetings,48. Hello,Greetings/48. Hello/MVI_0029.MOV,True,Greetings_1of2.zip
Colours,54. Black,Colours/54. Black/MVI_3740.MOV,True,Colours_2of2.zip
Adjectives,1. loud,Adjectives/1. loud/MVI_9536.MOV,True,Adjectives_1of8.zip
People,66. Brother,People/66. Brother/MVI_5097.MOV,True,People_2of5.zip
Adjectives,2. quiet,Adjectives/2. quiet/MVI_5180.MOV,True,Adjectives_1of8.zip
Seasons,61. Summer,Seasons/61. Summer/MVI_4568.MOV,True,Seasons_1of1.zip
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3132.MOV,True,Means_of_Transportation_2of2.zip
Pronouns,44. it,Pronouns/44. it/MVI_0076.MOV,True,Pronouns_1of2.zip
Clothes,37. Hat,Clothes/37. Hat/MVI_3836.MOV,True,Clothes_1of2.zip
Seasons,64. Fall,Seasons/64. Fall/MVI_4578.MOV,True,Seasons_1of1.zip
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3174.MOV,True,Means_of_Transportation_1of2.zip
Adjectives,83. big large,Adjectives/83. big large/MVI_5203.MOV,True,Adjectives_5of8.zip
Adjectives,78. long,Adjectives/78. long/MVI_9219.MOV,True,Adjectives_4of8.zip
Adjectives,78. long,Adjectives/78. long/MVI_9300.MOV,True,Adjectives_4of8.zip
Places,35. Bank,Places/35. Bank/MVI_3338.MOV,True,Places_4of4.zip
Colours,54. Black,Colours/54. Black/MVI_5207.MOV,True,Colours_2of2.zip
Society,2. Death,Society/2. Death/MVI_8931.MP4,True,Society_1of3.zip
Clothes,44. Shoes,Clothes/44. Shoes/MVI_4010.MOV,True,Clothes_2of2.zip
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_4636.MOV,True,Days_and_Time_2of3.zip
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3472.MOV,True,Places_3of4.zip
Jobs,84. Teacher,Jobs/84. Teacher/MVI_4457.MOV,True,Jobs_1of2.zip
Adjectives,94. good,Adjectives/94. good/MVI_5158.MOV,True,Adjectives_7of8.zip
Animals,5. Cow,Animals/5. Cow/MVI_3016.MOV,True,Animals_1of2.zip
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_4635.MOV,True,Days_and_Time_2of3.zip
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9971.MOV,True,Greetings_1of2.zip
Greetings,55. Thank you,Greetings/55. Thank you/MVI_9948.MOV,True,Greetings_2of2.zip
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3253.MOV,True,Means_of_Transportation_2of2.zip
Adjectives,78. long,Adjectives/78. long/MVI_5268.MOV,True,Adjectives_4of8.zip
Places,35. Bank,Places/35. Bank/MVI_3503.MOV,True,Places_4of4.zip
Adjectives,78. long,Adjectives/78. long/MVI_5106.MOV,True,Adjectives_4of8.zip
Places,19. House,Adjectives/78. long/MVI_5106.MOV,True,Adjectives_4of8.zip
Adjectives,84. small little,Adjectives/84. small little/MVI_5206.MOV,True,Adjectives_5of8.zip
Colours,47. Red,Colours/47. Red/MVI_5186.MOV,True,Colours_1of2.zip
Clothes,44. Shoes,Clothes/44. Shoes/MVI_3858.MOV,True,Clothes_2of2.zip
People,66. Brother,People/66. Brother/MVI_3927.MOV,True,People_2of5.zip
Pronouns,44. it,Pronouns/44. it/MVI_0024.MOV,True,Pronouns_1of2.zip
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3116.MOV,True,Means_of_Transportation_1of2.zip
Society,14. Election,Society/14. Election/MVI_8967.MP4,True,Society_2of3.zip
Adjectives,78. long,Adjectives/78. long/MVI_9377.MOV,True,Adjectives_4of8.zip
Places,35. Bank,Places/35. Bank/MVI_3581.MOV,True,Places_4of4.zip
Adjectives,3. happy,Adjectives/3. happy/MVI_5263.MOV,True,Adjectives_1of8.zip
Greetings,48. Hello,Greetings/48. Hello/MVI_0030.MOV,True,Greetings_1of2.zip
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_4969.MOV,True,Electronics_1of2.zip
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9993.MOV,True,Greetings_1of2.zip
Colours,47. Red,Colours/47. Red/MVI_4898.MOV,True,Colours_1of2.zip
Adjectives,83. big large,Adjectives/83. big large/MVI_9395.MOV,True,Adjectives_5of8.zip
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_4637.MOV,True,Days_and_Time_2of3.zip
Animals,1. Dog,Animals/1. Dog/MVI_3086.MOV,True,Animals_1of2.zip
Adjectives,94. good,Adjectives/94. good/MVI_5239.MOV,True,Adjectives_7of8.zip
Pronouns,44. it,Pronouns/44. it/MVI_0077.MOV,True,Pronouns_1of2.zip
Adjectives,1. loud,Adjectives/1. loud/MVI_5177.MOV,True,Adjectives_1of8.zip
Adjectives,79. short,Adjectives/79. short/MVI_5271.MOV,True,Adjectives_4of8.zip
Adjectives,3. happy,Adjectives/3. happy/MVI_5183.MOV,True,Adjectives_1of8.zip
Animals,1. Dog,Animals/1. Dog/MVI_2978.MOV,True,Animals_1of2.zip
Home,28. Window,Home/28. Window/MVI_8768.MP4,True,Home_1of4.zip
