sequence_path,class_id,folder_label,type
data\include50\augmented_train\MVI_9907_aug2.npy,21,46. you (plural),augmented_2
data\include50\augmented_train\MVI_9907_aug3.npy,21,46. you (plural),augmented_3
data\include50\sequences\Days_and_Time\67. Monday\MVI_5446.npy,35,67. Monday,original
data\include50\augmented_train\MVI_5446_aug1.npy,35,67. Monday,augmented_1
data\include50\augmented_train\MVI_5446_aug2.npy,35,67. Monday,augmented_2
data\include50\augmented_train\MVI_5446_aug3.npy,35,67. Monday,augmented_3
data\include50\sequences\Adjectives\3. happy\MVI_9541.npy,11,3. happy,original
data\include50\augmented_train\MVI_9541_aug1.npy,11,3. happy,augmented_1
data\include50\augmented_train\MVI_9541_aug2.npy,11,3. happy,augmented_2
data\include50\augmented_train\MVI_9541_aug3.npy,11,3. happy,augmented_3
data\include50\sequences\Animals\1. Dog\MVI_3029.npy,0,1. Dog,original
data\include50\augmented_train\MVI_3029_aug1.npy,0,1. Dog,augmented_1
data\include50\augmented_train\MVI_3029_aug2.npy,0,1. Dog,augmented_2
data\include50\augmented_train\MVI_3029_aug3.npy,0,1. Dog,augmented_3
data\include50\sequences\Means_of_Transportation\16. train ticket\MVI_8597.npy,4,16. train ticket,original
data\include50\augmented_train\MVI_8597_aug1.npy,4,16. train ticket,augmented_1
data\include50\augmented_train\MVI_8597_aug2.npy,4,16. train ticket,augmented_2
data\include50\augmented_train\MVI_8597_aug3.npy,4,16. train ticket,augmented_3
data\include50\sequences\Days_and_Time\78. Year\MVI_5049.npy,38,78. Year,original
data\include50\augmented_train\MVI_5049_aug1.npy,38,78. Year,augmented_1
data\include50\augmented_train\MVI_5049_aug2.npy,38,78. Year,augmented_2
data\include50\augmented_train\MVI_5049_aug3.npy,38,78. Year,augmented_3
data\include50\sequences\Electronics\54. Cell phone\MVI_5394.npy,28,54. Cell phone,original
data\include50\augmented_train\MVI_5394_aug1.npy,28,54. Cell phone,augmented_1
data\include50\augmented_train\MVI_5394_aug2.npy,28,54. Cell phone,augmented_2
data\include50\augmented_train\MVI_5394_aug3.npy,28,54. Cell phone,augmented_3
data\include50\sequences\Days_and_Time\86. Time\MVI_5527.npy,44,86. Time,original
data\include50\augmented_train\MVI_5527_aug1.npy,44,86. Time,augmented_1
data\include50\augmented_train\MVI_5527_aug2.npy,44,86. Time,augmented_2
data\include50\augmented_train\MVI_5527_aug3.npy,44,86. Time,augmented_3
data\include50\sequences\People\61. Father\MVI_3765.npy,31,61. Father,original
data\include50\augmented_train\MVI_3765_aug1.npy,31,61. Father,augmented_1
data\include50\augmented_train\MVI_3765_aug2.npy,31,61. Father,augmented_2
data\include50\augmented_train\MVI_3765_aug3.npy,31,61. Father,augmented_3
data\include50\sequences\Adjectives\79. short\MVI_9303.npy,40,79. short,original
data\include50\augmented_train\MVI_9303_aug1.npy,40,79. short,augmented_1
data\include50\augmented_train\MVI_9303_aug2.npy,40,79. short,augmented_2
data\include50\augmented_train\MVI_9303_aug3.npy,40,79. short,augmented_3
data\include50\sequences\Adjectives\91. new\MVI_9260.npy,47,91. new,original
data\include50\augmented_train\MVI_9260_aug1.npy,47,91. new,augmented_1
data\include50\augmented_train\MVI_9260_aug2.npy,47,91. new,augmented_2
data\include50\augmented_train\MVI_9260_aug3.npy,47,91. new,augmented_3
data\include50\sequences\Adjectives\94. good\MVI_9351.npy,48,94. good,original
data\include50\augmented_train\MVI_9351_aug1.npy,48,94. good,augmented_1
data\include50\augmented_train\MVI_9351_aug2.npy,48,94. good,augmented_2
data\include50\augmented_train\MVI_9351_aug3.npy,48,94. good,augmented_3
data\include50\sequences\Means_of_Transportation\16. train ticket\MVI_3254.npy,4,16. train ticket,original
data\include50\augmented_train\MVI_3254_aug1.npy,4,16. train ticket,augmented_1
data\include50\augmented_train\MVI_3254_aug2.npy,4,16. train ticket,augmented_2
data\include50\augmented_train\MVI_3254_aug3.npy,4,16. train ticket,augmented_3
data\include50\sequences\Clothes\44. Shoes\MVI_8608.npy,19,44. Shoes,original
data\include50\augmented_train\MVI_8608_aug1.npy,19,44. Shoes,augmented_1
data\include50\augmented_train\MVI_8608_aug2.npy,19,44. Shoes,augmented_2
data\include50\augmented_train\MVI_8608_aug3.npy,19,44. Shoes,augmented_3
data\include50\sequences\Means_of_Transportation\11. Car\MVI_3175.npy,2,11. Car,original
data\include50\augmented_train\MVI_3175_aug1.npy,2,11. Car,augmented_1
data\include50\augmented_train\MVI_3175_aug2.npy,2,11. Car,augmented_2
data\include50\augmented_train\MVI_3175_aug3.npy,2,11. Car,augmented_3
data\include50\sequences\Greetings\51. Good Morning\MVI_0044.npy,25,51. Good Morning,original
data\include50\augmented_train\MVI_0044_aug1.npy,25,51. Good Morning,augmented_1
data\include50\augmented_train\MVI_0044_aug2.npy,25,51. Good Morning,augmented_2
data\include50\augmented_train\MVI_0044_aug3.npy,25,51. Good Morning,augmented_3
data\include50\sequences\Adjectives\94. good\MVI_9511.npy,48,94. good,original
data\include50\augmented_train\MVI_9511_aug1.npy,48,94. good,augmented_1
data\include50\augmented_train\MVI_9511_aug2.npy,48,94. good,augmented_2
data\include50\augmented_train\MVI_9511_aug3.npy,48,94. good,augmented_3
data\include50\sequences\Clothes\37. Hat\MVI_4197.npy,14,37. Hat,original
data\include50\augmented_train\MVI_4197_aug1.npy,14,37. Hat,augmented_1
data\include50\augmented_train\MVI_4197_aug2.npy,14,37. Hat,augmented_2
data\include50\augmented_train\MVI_4197_aug3.npy,14,37. Hat,augmented_3
data\include50\sequences\Adjectives\79. short\MVI_9381.npy,40,79. short,original
data\include50\augmented_train\MVI_9381_aug1.npy,40,79. short,augmented_1
data\include50\augmented_train\MVI_9381_aug2.npy,40,79. short,augmented_2
data\include50\augmented_train\MVI_9381_aug3.npy,40,79. short,augmented_3
data\include50\sequences\Colours\54. Black\MVI_4039.npy,27,54. Black,original
data\include50\augmented_train\MVI_4039_aug1.npy,27,54. Black,augmented_1
data\include50\augmented_train\MVI_4039_aug2.npy,27,54. Black,augmented_2
data\include50\augmented_train\MVI_4039_aug3.npy,27,54. Black,augmented_3
data\include50\sequences\Adjectives\84. small little\MVI_9319.npy,43,84. small little,original
data\include50\augmented_train\MVI_9319_aug1.npy,43,84. small little,augmented_1
data\include50\augmented_train\MVI_9319_aug2.npy,43,84. small little,augmented_2
data\include50\augmented_train\MVI_9319_aug3.npy,43,84. small little,augmented_3
data\include50\sequences\Adjectives\1. loud\MVI_5258.npy,1,1. loud,original
data\include50\augmented_train\MVI_5258_aug1.npy,1,1. loud,augmented_1
data\include50\augmented_train\MVI_5258_aug2.npy,1,1. loud,augmented_2
data\include50\augmented_train\MVI_5258_aug3.npy,1,1. loud,augmented_3
data\include50\sequences\Adjectives\79. short\MVI_5271.npy,40,79. short,original
data\include50\augmented_train\MVI_5271_aug1.npy,40,79. short,augmented_1
data\include50\augmented_train\MVI_5271_aug2.npy,40,79. short,augmented_2
data\include50\augmented_train\MVI_5271_aug3.npy,40,79. short,augmented_3
data\include50\sequences\Animals\5. Cow\MVI_3099.npy,24,5. Cow,original
data\include50\augmented_train\MVI_3099_aug1.npy,24,5. Cow,augmented_1
data\include50\augmented_train\MVI_3099_aug2.npy,24,5. Cow,augmented_2
data\include50\augmented_train\MVI_3099_aug3.npy,24,5. Cow,augmented_3
data\include50\sequences\Society\2. Death\MVI_8930.npy,6,2. Death,original
data\include50\augmented_train\MVI_8930_aug1.npy,6,2. Death,augmented_1
data\include50\augmented_train\MVI_8930_aug2.npy,6,2. Death,augmented_2
data\include50\augmented_train\MVI_8930_aug3.npy,6,2. Death,augmented_3
data\include50\sequences\Animals\1. Dog\MVI_8560.npy,0,1. Dog,original
data\include50\augmented_train\MVI_8560_aug1.npy,0,1. Dog,augmented_1
data\include50\augmented_train\MVI_8560_aug2.npy,0,1. Dog,augmented_2
data\include50\augmented_train\MVI_8560_aug3.npy,0,1. Dog,augmented_3
data\include50\sequences\Pronouns\44. it\MVI_9937.npy,20,44. it,original
data\include50\augmented_train\MVI_9937_aug1.npy,20,44. it,augmented_1
data\include50\augmented_train\MVI_9937_aug2.npy,20,44. it,augmented_2
data\include50\augmented_train\MVI_9937_aug3.npy,20,44. it,augmented_3
data\include50\sequences\People\78. Girl\MVI_3965.npy,37,78. Girl,original
data\include50\augmented_train\MVI_3965_aug1.npy,37,78. Girl,augmented_1
data\include50\augmented_train\MVI_3965_aug2.npy,37,78. Girl,augmented_2
data\include50\augmented_train\MVI_3965_aug3.npy,37,78. Girl,augmented_3
data\include50\sequences\Adjectives\3. happy\MVI_9540.npy,11,3. happy,original
data\include50\augmented_train\MVI_9540_aug1.npy,11,3. happy,augmented_1
data\include50\augmented_train\MVI_9540_aug2.npy,11,3. happy,augmented_2
data\include50\augmented_train\MVI_9540_aug3.npy,11,3. happy,augmented_3
data\include50\sequences\People\78. Girl\MVI_5289.npy,37,78. Girl,original
data\include50\augmented_train\MVI_5289_aug1.npy,37,78. Girl,augmented_1
data\include50\augmented_train\MVI_5289_aug2.npy,37,78. Girl,augmented_2
data\include50\augmented_train\MVI_5289_aug3.npy,37,78. Girl,augmented_3
data\include50\sequences\Jobs\84. Teacher\MVI_4746.npy,42,84. Teacher,original
data\include50\augmented_train\MVI_4746_aug1.npy,42,84. Teacher,augmented_1
data\include50\augmented_train\MVI_4746_aug2.npy,42,84. Teacher,augmented_2
data\include50\augmented_train\MVI_4746_aug3.npy,42,84. Teacher,augmented_3
data\include50\sequences\Clothes\37. Hat\MVI_3688.npy,14,37. Hat,original
data\include50\augmented_train\MVI_3688_aug1.npy,14,37. Hat,augmented_1
data\include50\augmented_train\MVI_3688_aug2.npy,14,37. Hat,augmented_2
data\include50\augmented_train\MVI_3688_aug3.npy,14,37. Hat,augmented_3
data\include50\sequences\Colours\55. White\MVI_3743.npy,30,55. White,original
data\include50\augmented_train\MVI_3743_aug1.npy,30,55. White,augmented_1
data\include50\augmented_train\MVI_3743_aug2.npy,30,55. White,augmented_2
data\include50\augmented_train\MVI_3743_aug3.npy,30,55. White,augmented_3
data\include50\sequences\Clothes\44. Shoes\MVI_5029.npy,19,44. Shoes,original
data\include50\augmented_train\MVI_5029_aug1.npy,19,44. Shoes,augmented_1
data\include50\augmented_train\MVI_5029_aug2.npy,19,44. Shoes,augmented_2
data\include50\augmented_train\MVI_5029_aug3.npy,19,44. Shoes,augmented_3
data\include50\sequences\Adjectives\87. hot\MVI_9488.npy,45,87. hot,original
data\include50\augmented_train\MVI_9488_aug1.npy,45,87. hot,augmented_1
data\include50\augmented_train\MVI_9488_aug2.npy,45,87. hot,augmented_2
data\include50\augmented_train\MVI_9488_aug3.npy,45,87. hot,augmented_3
data\include50\sequences\Clothes\37. Hat\MVI_3985.npy,14,37. Hat,original
data\include50\augmented_train\MVI_3985_aug1.npy,14,37. Hat,augmented_1
data\include50\augmented_train\MVI_3985_aug2.npy,14,37. Hat,augmented_2
data\include50\augmented_train\MVI_3985_aug3.npy,14,37. Hat,augmented_3
data\include50\sequences\Days_and_Time\67. Monday\MVI_4592.npy,35,67. Monday,original
data\include50\augmented_train\MVI_4592_aug1.npy,35,67. Monday,augmented_1
data\include50\augmented_train\MVI_4592_aug2.npy,35,67. Monday,augmented_2
data\include50\augmented_train\MVI_4592_aug3.npy,35,67. Monday,augmented_3
data\include50\sequences\Days_and_Time\78. Year\MVI_9176.npy,38,78. Year,original
data\include50\augmented_train\MVI_9176_aug1.npy,38,78. Year,augmented_1
data\include50\augmented_train\MVI_9176_aug2.npy,38,78. Year,augmented_2
data\include50\augmented_train\MVI_9176_aug3.npy,38,78. Year,augmented_3
data\include50\sequences\Adjectives\78. long\MVI_9377.npy,39,78. long,original
data\include50\augmented_train\MVI_9377_aug1.npy,39,78. long,augmented_1
data\include50\augmented_train\MVI_9377_aug2.npy,39,78. long,augmented_2
data\include50\augmented_train\MVI_9377_aug3.npy,39,78. long,augmented_3
data\include50\sequences\Days_and_Time\78. Year\MVI_9177.npy,38,78. Year,original
data\include50\augmented_train\MVI_9177_aug1.npy,38,78. Year,augmented_1
data\include50\augmented_train\MVI_9177_aug2.npy,38,78. Year,augmented_2
data\include50\augmented_train\MVI_9177_aug3.npy,38,78. Year,augmented_3
data\include50\sequences\Pronouns\46. you (plural)\MVI_0022.npy,21,46. you (plural),original
data\include50\augmented_train\MVI_0022_aug1.npy,21,46. you (plural),augmented_1
data\include50\augmented_train\MVI_0022_aug2.npy,21,46. you (plural),augmented_2
data\include50\augmented_train\MVI_0022_aug3.npy,21,46. you (plural),augmented_3
data\include50\sequences\Greetings\48. Hello\MVI_9957.npy,23,48. Hello,original
data\include50\augmented_train\MVI_9957_aug1.npy,23,48. Hello,augmented_1
data\include50\augmented_train\MVI_9957_aug2.npy,23,48. Hello,augmented_2
data\include50\augmented_train\MVI_9957_aug3.npy,23,48. Hello,augmented_3
data\include50\sequences\People\66. Brother\MVI_5244.npy,34,66. Brother,original
data\include50\augmented_train\MVI_5244_aug1.npy,34,66. Brother,augmented_1
data\include50\augmented_train\MVI_5244_aug2.npy,34,66. Brother,augmented_2
data\include50\augmented_train\MVI_5244_aug3.npy,34,66. Brother,augmented_3
data\include50\sequences\Jobs\91. Priest\MVI_4488.npy,46,91. Priest,original
data\include50\augmented_train\MVI_4488_aug1.npy,46,91. Priest,augmented_1
data\include50\augmented_train\MVI_4488_aug2.npy,46,91. Priest,augmented_2
data\include50\augmented_train\MVI_4488_aug3.npy,46,91. Priest,augmented_3
data\include50\sequences\Greetings\51. Good Morning\MVI_9968.npy,25,51. Good Morning,original
data\include50\augmented_train\MVI_9968_aug1.npy,25,51. Good Morning,augmented_1
data\include50\augmented_train\MVI_9968_aug2.npy,25,51. Good Morning,augmented_2
data\include50\augmented_train\MVI_9968_aug3.npy,25,51. Good Morning,augmented_3
data\include50\sequences\Adjectives\87. hot\MVI_9248.npy,45,87. hot,original
data\include50\augmented_train\MVI_9248_aug1.npy,45,87. hot,augmented_1
data\include50\augmented_train\MVI_9248_aug2.npy,45,87. hot,augmented_2
data\include50\augmented_train\MVI_9248_aug3.npy,45,87. hot,augmented_3
data\include50\sequences\Animals\1. Dog\MVI_3087.npy,0,1. Dog,original
data\include50\augmented_train\MVI_3087_aug1.npy,0,1. Dog,augmented_1
data\include50\augmented_train\MVI_3087_aug2.npy,0,1. Dog,augmented_2
data\include50\augmented_train\MVI_3087_aug3.npy,0,1. Dog,augmented_3
data\include50\sequences\Society\14. Election\MVI_8968.npy,3,14. Election,original
data\include50\augmented_train\MVI_8968_aug1.npy,3,14. Election,augmented_1
data\include50\augmented_train\MVI_8968_aug2.npy,3,14. Election,augmented_2
data\include50\augmented_train\MVI_8968_aug3.npy,3,14. Election,augmented_3
data\include50\sequences\Adjectives\94. good\MVI_9512.npy,48,94. good,original
data\include50\augmented_train\MVI_9512_aug1.npy,48,94. good,augmented_1
data\include50\augmented_train\MVI_9512_aug2.npy,48,94. good,augmented_2
data\include50\augmented_train\MVI_9512_aug3.npy,48,94. good,augmented_3
data\include50\sequences\People\77. Boy\MVI_4111.npy,36,77. Boy,original
data\include50\augmented_train\MVI_4111_aug1.npy,36,77. Boy,augmented_1
data\include50\augmented_train\MVI_4111_aug2.npy,36,77. Boy,augmented_2
data\include50\augmented_train\MVI_4111_aug3.npy,36,77. Boy,augmented_3
data\include50\sequences\Days_and_Time\86. Time\MVI_4668.npy,44,86. Time,original
data\include50\augmented_train\MVI_4668_aug1.npy,44,86. Time,augmented_1
data\include50\augmented_train\MVI_4668_aug2.npy,44,86. Time,augmented_2
data\include50\augmented_train\MVI_4668_aug3.npy,44,86. Time,augmented_3
data\include50\sequences\Days_and_Time\78. Year\MVI_5492.npy,38,78. Year,original
data\include50\augmented_train\MVI_5492_aug1.npy,38,78. Year,augmented_1
data\include50\augmented_train\MVI_5492_aug2.npy,38,78. Year,augmented_2
data\include50\augmented_train\MVI_5492_aug3.npy,38,78. Year,augmented_3
data\include50\sequences\Animals\1. Dog\MVI_3028.npy,0,1. Dog,original
data\include50\augmented_train\MVI_3028_aug1.npy,0,1. Dog,augmented_1
data\include50\augmented_train\MVI_3028_aug2.npy,0,1. Dog,augmented_2
data\include50\augmented_train\MVI_3028_aug3.npy,0,1. Dog,augmented_3
data\include50\sequences\People\66. Brother\MVI_4077.npy,34,66. Brother,original
data\include50\augmented_train\MVI_4077_aug1.npy,34,66. Brother,augmented_1
data\include50\augmented_train\MVI_4077_aug2.npy,34,66. Brother,augmented_2
data\include50\augmented_train\MVI_4077_aug3.npy,34,66. Brother,augmented_3
data\include50\sequences\Animals\4. Bird\MVI_3096.npy,15,4. Bird,original
data\include50\augmented_train\MVI_3096_aug1.npy,15,4. Bird,augmented_1
data\include50\augmented_train\MVI_3096_aug2.npy,15,4. Bird,augmented_2
data\include50\augmented_train\MVI_3096_aug3.npy,15,4. Bird,augmented_3
data\include50\sequences\Places\35. Bank\MVI_3423.npy,13,35. Bank,original
data\include50\augmented_train\MVI_3423_aug1.npy,13,35. Bank,augmented_1
data\include50\augmented_train\MVI_3423_aug2.npy,13,35. Bank,augmented_2
data\include50\augmented_train\MVI_3423_aug3.npy,13,35. Bank,augmented_3
data\include50\sequences\Greetings\55. Thank you\MVI_0007.npy,29,55. Thank you,original
data\include50\augmented_train\MVI_0007_aug1.npy,29,55. Thank you,augmented_1
data\include50\augmented_train\MVI_0007_aug2.npy,29,55. Thank you,augmented_2
data\include50\augmented_train\MVI_0007_aug3.npy,29,55. Thank you,augmented_3
data\include50\sequences\Colours\55. White\MVI_4922.npy,30,55. White,original
data\include50\augmented_train\MVI_4922_aug1.npy,30,55. White,augmented_1
data\include50\augmented_train\MVI_4922_aug2.npy,30,55. White,augmented_2
data\include50\augmented_train\MVI_4922_aug3.npy,30,55. White,augmented_3
data\include50\sequences\Home\34. Pen\MVI_8794.npy,12,34. Pen,original
data\include50\augmented_train\MVI_8794_aug1.npy,12,34. Pen,augmented_1
data\include50\augmented_train\MVI_8794_aug2.npy,12,34. Pen,augmented_2
data\include50\augmented_train\MVI_8794_aug3.npy,12,34. Pen,augmented_3
data\include50\sequences\Places\35. Bank\MVI_3419.npy,13,35. Bank,original
data\include50\augmented_train\MVI_3419_aug1.npy,13,35. Bank,augmented_1
data\include50\augmented_train\MVI_3419_aug2.npy,13,35. Bank,augmented_2
data\include50\augmented_train\MVI_3419_aug3.npy,13,35. Bank,augmented_3
data\include50\sequences\Electronics\54. Cell phone\MVI_9100.npy,28,54. Cell phone,original
data\include50\augmented_train\MVI_9100_aug1.npy,28,54. Cell phone,augmented_1
data\include50\augmented_train\MVI_9100_aug2.npy,28,54. Cell phone,augmented_2
data\include50\augmented_train\MVI_9100_aug3.npy,28,54. Cell phone,augmented_3
data\include50\sequences\Colours\47. Red\MVI_4899.npy,22,47. Red,original
data\include50\augmented_train\MVI_4899_aug1.npy,22,47. Red,augmented_1
data\include50\augmented_train\MVI_4899_aug2.npy,22,47. Red,augmented_2
data\include50\augmented_train\MVI_4899_aug3.npy,22,47. Red,augmented_3
data\include50\sequences\Colours\54. Black\MVI_4215.npy,27,54. Black,original
data\include50\augmented_train\MVI_4215_aug1.npy,27,54. Black,augmented_1
data\include50\augmented_train\MVI_4215_aug2.npy,27,54. Black,augmented_2
data\include50\augmented_train\MVI_4215_aug3.npy,27,54. Black,augmented_3
data\include50\sequences\Adjectives\91. new\MVI_5230.npy,47,91. new,original
data\include50\augmented_train\MVI_5230_aug1.npy,47,91. new,augmented_1
data\include50\augmented_train\MVI_5230_aug2.npy,47,91. new,augmented_2
data\include50\augmented_train\MVI_5230_aug3.npy,47,91. new,augmented_3
data\include50\sequences\Colours\54. Black\MVI_4919.npy,27,54. Black,original
data\include50\augmented_train\MVI_4919_aug1.npy,27,54. Black,augmented_1
data\include50\augmented_train\MVI_4919_aug2.npy,27,54. Black,augmented_2
data\include50\augmented_train\MVI_4919_aug3.npy,27,54. Black,augmented_3
data\include50\sequences\Animals\4. Bird\MVI_3095.npy,15,4. Bird,original
data\include50\augmented_train\MVI_3095_aug1.npy,15,4. Bird,augmented_1
data\include50\augmented_train\MVI_3095_aug2.npy,15,4. Bird,augmented_2
data\include50\augmented_train\MVI_3095_aug3.npy,15,4. Bird,augmented_3
data\include50\sequences\Clothes\42. T-Shirt\MVI_4004.npy,18,42. T-Shirt,original
data\include50\augmented_train\MVI_4004_aug1.npy,18,42. T-Shirt,augmented_1
data\include50\augmented_train\MVI_4004_aug2.npy,18,42. T-Shirt,augmented_2
data\include50\augmented_train\MVI_4004_aug3.npy,18,42. T-Shirt,augmented_3
data\include50\sequences\Means_of_Transportation\16. train ticket\MVI_3164.npy,4,16. train ticket,original
data\include50\augmented_train\MVI_3164_aug1.npy,4,16. train ticket,augmented_1
data\include50\augmented_train\MVI_3164_aug2.npy,4,16. train ticket,augmented_2
data\include50\augmented_train\MVI_3164_aug3.npy,4,16. train ticket,augmented_3
data\include50\sequences\Adjectives\83. big large\MVI_5284.npy,41,83. big large,original
data\include50\augmented_train\MVI_5284_aug1.npy,41,83. big large,augmented_1
data\include50\augmented_train\MVI_5284_aug2.npy,41,83. big large,augmented_2
data\include50\augmented_train\MVI_5284_aug3.npy,41,83. big large,augmented_3
data\include50\sequences\Greetings\55. Thank you\MVI_9986.npy,29,55. Thank you,original
data\include50\augmented_train\MVI_9986_aug1.npy,29,55. Thank you,augmented_1
data\include50\augmented_train\MVI_9986_aug2.npy,29,55. Thank you,augmented_2
data\include50\augmented_train\MVI_9986_aug3.npy,29,55. Thank you,augmented_3
data\include50\sequences\Colours\47. Red\MVI_5037.npy,22,47. Red,original
data\include50\augmented_train\MVI_5037_aug1.npy,22,47. Red,augmented_1
data\include50\augmented_train\MVI_5037_aug2.npy,22,47. Red,augmented_2
data\include50\augmented_train\MVI_5037_aug3.npy,22,47. Red,augmented_3
data\include50\sequences\Electronics\54. Cell phone\MVI_5392.npy,28,54. Cell phone,original
data\include50\augmented_train\MVI_5392_aug1.npy,28,54. Cell phone,augmented_1
data\include50\augmented_train\MVI_5392_aug2.npy,28,54. Cell phone,augmented_2
data\include50\augmented_train\MVI_5392_aug3.npy,28,54. Cell phone,augmented_3
data\include50\sequences\Greetings\51. Good Morning\MVI_9993.npy,25,51. Good Morning,original
data\include50\augmented_train\MVI_9993_aug1.npy,25,51. Good Morning,augmented_1
data\include50\augmented_train\MVI_9993_aug2.npy,25,51. Good Morning,augmented_2
data\include50\augmented_train\MVI_9993_aug3.npy,25,51. Good Morning,augmented_3
data\include50\sequences\Clothes\42. T-Shirt\MVI_5171.npy,18,42. T-Shirt,original
data\include50\augmented_train\MVI_5171_aug1.npy,18,42. T-Shirt,augmented_1
data\include50\augmented_train\MVI_5171_aug2.npy,18,42. T-Shirt,augmented_2
data\include50\augmented_train\MVI_5171_aug3.npy,18,42. T-Shirt,augmented_3
data\include50\sequences\Places\28. Store or Shop\MVI_3634.npy,9,28. Store or Shop,original
data\include50\augmented_train\MVI_3634_aug1.npy,9,28. Store or Shop,augmented_1
data\include50\augmented_train\MVI_3634_aug2.npy,9,28. Store or Shop,augmented_2
data\include50\augmented_train\MVI_3634_aug3.npy,9,28. Store or Shop,augmented_3
data\include50\sequences\Adjectives\1. loud\MVI_9535.npy,1,1. loud,original
data\include50\augmented_train\MVI_9535_aug1.npy,1,1. loud,augmented_1
data\include50\augmented_train\MVI_9535_aug2.npy,1,1. loud,augmented_2
data\include50\augmented_train\MVI_9535_aug3.npy,1,1. loud,augmented_3
data\include50\sequences\Clothes\42. T-Shirt\MVI_8606.npy,18,42. T-Shirt,original
data\include50\augmented_train\MVI_8606_aug1.npy,18,42. T-Shirt,augmented_1
data\include50\augmented_train\MVI_8606_aug2.npy,18,42. T-Shirt,augmented_2
data\include50\augmented_train\MVI_8606_aug3.npy,18,42. T-Shirt,augmented_3
data\include50\sequences\Adjectives\78. long\MVI_9218.npy,39,78. long,original
data\include50\augmented_train\MVI_9218_aug1.npy,39,78. long,augmented_1
data\include50\augmented_train\MVI_9218_aug2.npy,39,78. long,augmented_2
data\include50\augmented_train\MVI_9218_aug3.npy,39,78. long,augmented_3
data\include50\sequences\Places\19. House\MVI_3349.npy,5,19. House,original
data\include50\augmented_train\MVI_3349_aug1.npy,5,19. House,augmented_1
data\include50\augmented_train\MVI_3349_aug2.npy,5,19. House,augmented_2
data\include50\augmented_train\MVI_3349_aug3.npy,5,19. House,augmented_3
data\include50\sequences\Adjectives\78. long\MVI_9459.npy,39,78. long,original
data\include50\augmented_train\MVI_9459_aug1.npy,39,78. long,augmented_1
data\include50\augmented_train\MVI_9459_aug2.npy,39,78. long,augmented_2
data\include50\augmented_train\MVI_9459_aug3.npy,39,78. long,augmented_3
data\include50\sequences\People\78. Girl\MVI_4986.npy,37,78. Girl,original
data\include50\augmented_train\MVI_4986_aug1.npy,37,78. Girl,augmented_1
data\include50\augmented_train\MVI_4986_aug2.npy,37,78. Girl,augmented_2
data\include50\augmented_train\MVI_4986_aug3.npy,37,78. Girl,augmented_3
data\include50\sequences\Adjectives\2. quiet\MVI_9453.npy,7,2. quiet,original
data\include50\augmented_train\MVI_9453_aug1.npy,7,2. quiet,augmented_1
data\include50\augmented_train\MVI_9453_aug2.npy,7,2. quiet,augmented_2
data\include50\augmented_train\MVI_9453_aug3.npy,7,2. quiet,augmented_3
data\include50\sequences\Pronouns\44. it\MVI_0076.npy,20,44. it,original
data\include50\augmented_train\MVI_0076_aug1.npy,20,44. it,augmented_1
data\include50\augmented_train\MVI_0076_aug2.npy,20,44. it,augmented_2
data\include50\augmented_train\MVI_0076_aug3.npy,20,44. it,augmented_3
data\include50\sequences\Places\23. Court\MVI_3609.npy,8,23. Court,original
data\include50\augmented_train\MVI_3609_aug1.npy,8,23. Court,augmented_1
data\include50\augmented_train\MVI_3609_aug2.npy,8,23. Court,augmented_2
data\include50\augmented_train\MVI_3609_aug3.npy,8,23. Court,augmented_3
data\include50\sequences\Home\28. Window\MVI_4882.npy,10,28. Window,original
data\include50\augmented_train\MVI_4882_aug1.npy,10,28. Window,augmented_1
data\include50\augmented_train\MVI_4882_aug2.npy,10,28. Window,augmented_2
data\include50\augmented_train\MVI_4882_aug3.npy,10,28. Window,augmented_3
data\include50\sequences\Jobs\91. Priest\MVI_4772.npy,46,91. Priest,original
data\include50\augmented_train\MVI_4772_aug1.npy,46,91. Priest,augmented_1
data\include50\augmented_train\MVI_4772_aug2.npy,46,91. Priest,augmented_2
data\include50\augmented_train\MVI_4772_aug3.npy,46,91. Priest,augmented_3
data\include50\sequences\Adjectives\1. loud\MVI_9291.npy,1,1. loud,original
data\include50\augmented_train\MVI_9291_aug1.npy,1,1. loud,augmented_1
data\include50\augmented_train\MVI_9291_aug2.npy,1,1. loud,augmented_2
data\include50\augmented_train\MVI_9291_aug3.npy,1,1. loud,augmented_3
data\include50\sequences\Adjectives\91. new\MVI_5151.npy,47,91. new,original
data\include50\augmented_train\MVI_5151_aug1.npy,47,91. new,augmented_1
data\include50\augmented_train\MVI_5151_aug2.npy,47,91. new,augmented_2
data\include50\augmented_train\MVI_5151_aug3.npy,47,91. new,augmented_3
data\include50\sequences\Pronouns\44. it\MVI_9939.npy,20,44. it,original
data\include50\augmented_train\MVI_9939_aug1.npy,20,44. it,augmented_1
data\include50\augmented_train\MVI_9939_aug2.npy,20,44. it,augmented_2
data\include50\augmented_train\MVI_9939_aug3.npy,20,44. it,augmented_3
data\include50\sequences\Pronouns\44. it\MVI_0077.npy,20,44. it,original
data\include50\augmented_train\MVI_0077_aug1.npy,20,44. it,augmented_1
data\include50\augmented_train\MVI_0077_aug2.npy,20,44. it,augmented_2
data\include50\augmented_train\MVI_0077_aug3.npy,20,44. it,augmented_3
data\include50\sequences\Pronouns\40. I\MVI_0003.npy,16,40. I,original
