parent_label,label,video_path,include_50
Greetings,48. Hello,Greetings/48. Hello/MVI_9957.MOV,True
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0006.MOV,True
Pronouns,44. it,Pronouns/44. it/MVI_9969.MOV,True
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0113.MOV,True
Pronouns,44. it,Pronouns/44. it/MVI_9971.MOV,True
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_5525.MOV,True
Adjectives,87. hot,Adjectives/87. hot/MVI_9408.MOV,True
Jobs,84. Teacher,Jobs/84. Teacher/MVI_4460.MOV,True
Adjectives,79. short,Adjectives/79. short/MVI_9220.MOV,True
Adjectives,83. big large,Adjectives/83. big large/MVI_9475.MOV,True
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3225.MOV,True
Adjectives,1. loud,Adjectives/1. loud/MVI_9289.MOV,True
Animals,5. Cow,Animals/5. Cow/MVI_3073.MOV,True
Adjectives,1. loud,Adjectives/1. loud/MVI_5258.MOV,True
Pronouns,44. it,Pronouns/44. it/MVI_9900.MOV,True
Adjectives,91. new,Adjectives/91. new/MVI_5230.MOV,True
Home,28. Window,Home/28. Window/MVI_9015.MP4,True
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9907.MOV,True
Home,28. Window,Home/28. Window/MVI_4363.MOV,True
Places,35. Bank,Places/35. Bank/MVI_3335.MOV,True
Colours,54. Black,Colours/54. Black/MVI_4920.MOV,True
Society,2. Death,Society/2. Death/MVI_4255.MOV,True
Home,40. Paint,Home/40. Paint/MVI_4415.MOV,True
Pronouns,44. it,Pronouns/44. it/MVI_9899.MOV,True
Greetings,55. Thank you,Greetings/55. Thank you/MVI_9987.MOV,True
Adjectives,87. hot,Adjectives/87. hot/MVI_5216.MOV,True
Places,23. Court,Places/23. Court/MVI_3286.MOV,True
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3552.MOV,True
Seasons,61. Summer,Seasons/61. Summer/MVI_4991.MOV,True
Animals,1. Dog,Animals/1. Dog/MVI_4147.MOV,True
Animals,4. Bird,Animals/4. Bird/MVI_2988.MOV,True
Days_and_Time,67. Monday,Days_and_Time/67. Monday/MVI_4593.MOV,True
Seasons,61. Summer,Seasons/61. Summer/MVI_9122.MP4,True
Colours,55. White,Colours/55. White/MVI_5211.MOV,True
Home,40. Paint,Home/40. Paint/MVI_8821.MP4,True
Greetings,48. Hello,Greetings/48. Hello/MVI_0029.MOV,True
Colours,54. Black,Colours/54. Black/MVI_3740.MOV,True
Adjectives,1. loud,Adjectives/1. loud/MVI_9536.MOV,True
People,66. Brother,People/66. Brother/MVI_5097.MOV,True
Adjectives,2. quiet,Adjectives/2. quiet/MVI_5180.MOV,True
Seasons,61. Summer,Seasons/61. Summer/MVI_4568.MOV,True
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3132.MOV,True
Pronouns,44. it,Pronouns/44. it/MVI_0076.MOV,True
Clothes,37. Hat,Clothes/37. Hat/MVI_3836.MOV,True
Seasons,64. Fall,Seasons/64. Fall/MVI_4578.MOV,True
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3174.MOV,True
Adjectives,83. big large,Adjectives/83. big large/MVI_5203.MOV,True
Adjectives,78. long,Adjectives/78. long/MVI_9219.MOV,True
Adjectives,78. long,Adjectives/78. long/MVI_9300.MOV,True
Places,35. Bank,Places/35. Bank/MVI_3338.MOV,True
Colours,54. Black,Colours/54. Black/MVI_5207.MOV,True
Society,2. Death,Society/2. Death/MVI_8931.MP4,True
Clothes,44. Shoes,Clothes/44. Shoes/MVI_4010.MOV,True
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_4636.MOV,True
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3472.MOV,True
Jobs,84. Teacher,Jobs/84. Teacher/MVI_4457.MOV,True
Adjectives,94. good,Adjectives/94. good/MVI_5158.MOV,True
Animals,5. Cow,Animals/5. Cow/MVI_3016.MOV,True
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_4635.MOV,True
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9971.MOV,True
Greetings,55. Thank you,Greetings/55. Thank you/MVI_9948.MOV,True
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3253.MOV,True
Adjectives,78. long,Adjectives/78. long/MVI_5268.MOV,True
Places,35. Bank,Places/35. Bank/MVI_3503.MOV,True
Adjectives,78. long,Adjectives/78. long/MVI_5106.MOV,True
Places,19. House,Adjectives/78. long/MVI_5106.MOV,True
Adjectives,84. small little,Adjectives/84. small little/MVI_5206.MOV,True
Colours,47. Red,Colours/47. Red/MVI_5186.MOV,True
Clothes,44. Shoes,Clothes/44. Shoes/MVI_3858.MOV,True
People,66. Brother,People/66. Brother/MVI_3927.MOV,True
Pronouns,44. it,Pronouns/44. it/MVI_0024.MOV,True
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3116.MOV,True
Society,14. Election,Society/14. Election/MVI_8967.MP4,True
Adjectives,78. long,Adjectives/78. long/MVI_9377.MOV,True
Places,35. Bank,Places/35. Bank/MVI_3581.MOV,True
Adjectives,3. happy,Adjectives/3. happy/MVI_5263.MOV,True
Greetings,48. Hello,Greetings/48. Hello/MVI_0030.MOV,True
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_4969.MOV,True
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9993.MOV,True
Colours,47. Red,Colours/47. Red/MVI_4898.MOV,True
Adjectives,83. big large,Adjectives/83. big large/MVI_9395.MOV,True
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_4637.MOV,True
Animals,1. Dog,Animals/1. Dog/MVI_3086.MOV,True
Adjectives,94. good,Adjectives/94. good/MVI_5239.MOV,True
Pronouns,44. it,Pronouns/44. it/MVI_0077.MOV,True
Adjectives,1. loud,Adjectives/1. loud/MVI_5177.MOV,True
Adjectives,79. short,Adjectives/79. short/MVI_5271.MOV,True
Adjectives,3. happy,Adjectives/3. happy/MVI_5183.MOV,True
Animals,1. Dog,Animals/1. Dog/MVI_2978.MOV,True
Home,28. Window,Home/28. Window/MVI_8768.MP4,True
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_9177.MP4,True
People,66. Brother,People/66. Brother/MVI_3929.MOV,True
Pronouns,40. I,Pronouns/40. I/MVI_0064.MOV,True
Adjectives,91. new,Adjectives/91. new/MVI_5150.MOV,True
Adjectives,91. new,Adjectives/91. new/MVI_9501.MOV,True
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3197.MOV,True
Society,2. Death,Society/2. Death/MVI_4801.MOV,True
Society,2. Death,Society/2. Death/MVI_4256.MOV,True
Animals,1. Dog,Animals/1. Dog/MVI_3087.MOV,True
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_4004.MOV,True
Adjectives,79. short,Adjectives/79. short/MVI_9462.MOV,True
Electronics,53. Fan,Electronics/53. Fan/MVI_5388.MOV,True
Home,34. Pen,Home/34. Pen/MVI_4906.MOV,True
Clothes,37. Hat,Clothes/37. Hat/MVI_5156.MOV,True
Greetings,48. Hello,Greetings/48. Hello/MVI_0091.MOV,True
Clothes,37. Hat,Clothes/37. Hat/MVI_5155.MOV,True
Greetings,48. Hello,Greetings/48. Hello/MVI_9915.MOV,True
Greetings,55. Thank you,Greetings/55. Thank you/MVI_9951.MOV,True
People,77. Boy,People/77. Boy/MVI_5287.MOV,True
Society,2. Death,Society/2. Death/MVI_4800.MOV,True
Electronics,53. Fan,Electronics/53. Fan/MVI_5387.MOV,True
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9905.MOV,True
Places,23. Court,Places/23. Court/MVI_3611.MOV,True
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3634.MOV,True
Animals,1. Dog,Animals/1. Dog/MVI_2980.MOV,True
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_3852.MOV,True
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_4193.MOV,True
Pronouns,44. it,Pronouns/44. it/MVI_0015.MOV,True
Jobs,91. Priest,Jobs/91. Priest/MVI_4772.MOV,True
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9969.MOV,True
Pronouns,44. it,Pronouns/44. it/MVI_0026.MOV,True
Seasons,64. Fall,Seasons/64. Fall/MVI_9132.MP4,True
Home,40. Paint,Home/40. Paint/MVI_8817.MP4,True
People,66. Brother,People/66. Brother/MVI_4077.MOV,True
Clothes,37. Hat,Clothes/37. Hat/MVI_3984.MOV,True
Colours,54. Black,Colours/54. Black/MVI_3742.MOV,True
Adjectives,84. small little,Adjectives/84. small little/MVI_9397.MOV,True
Adjectives,1. loud,Adjectives/1. loud/MVI_5259.MOV,True
Greetings,48. Hello,Greetings/48. Hello/MVI_9982.MOV,True
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_5077.MOV,True
People,66. Brother,People/66. Brother/MVI_3779.MOV,True
Adjectives,87. hot,Adjectives/87. hot/MVI_9329.MOV,True
People,61. Father,People/61. Father/MVI_5080.MOV,True
Adjectives,79. short,Adjectives/79. short/MVI_9222.MOV,True
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3163.MOV,True
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3176.MOV,True
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9372.MOV,True
Home,34. Pen,Home/34. Pen/MVI_8793.MP4,True
Colours,54. Black,Colours/54. Black/MVI_4041.MOV,True
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_5049.MOV,True
