video_path,sequence_path,folder_label,class_id,archive
Adjectives/91. new/MVI_5230.MOV,data/include50/sequences/Adjectives/91. new/MVI_5230.npy,91. new,47,Adjectives_6of8.zip
Colours/54. Black/MVI_4919.MOV,data/include50/sequences/Colours/54. Black/MVI_4919.npy,54. Black,27,Colours_2of2.zip
Animals/4. Bird/MVI_3095.MOV,data/include50/sequences/Animals/4. Bird/MVI_3095.npy,4. Bird,15,Animals_1of2.zip
Clothes/42. T-Shirt/MVI_4004.MOV,data/include50/sequences/Clothes/42. T-Shirt/MVI_4004.npy,42. T-Shirt,18,Clothes_2of2.zip
Means_of_Transportation/16. train ticket/MVI_3164.MOV,data/include50/sequences/Means_of_Transportation/16. train ticket/MVI_3164.npy,16. train ticket,4,Means_of_Transportation_2of2.zip
Adjectives/83. big large/MVI_5284.MOV,data/include50/sequences/Adjectives/83. big large/MVI_5284.npy,83. big large,41,Adjectives_5of8.zip
Greetings/55. Thank you/MVI_9986.MOV,data/include50/sequences/Greetings/55. Thank you/MVI_9986.npy,55. Thank you,29,Greetings_2of2.zip
Colours/47. Red/MVI_5037.MOV,data/include50/sequences/Colours/47. Red/MVI_5037.npy,47. Red,22,Colours_1of2.zip
Electronics/54. Cell phone/MVI_5392.MOV,data/include50/sequences/Electronics/54. Cell phone/MVI_5392.npy,54. Cell phone,28,Electronics_1of2.zip
Greetings/51. Good Morning/MVI_9993.MOV,data/include50/sequences/Greetings/51. Good Morning/MVI_9993.npy,51. Good Morning,25,Greetings_1of2.zip
Clothes/42. T-Shirt/MVI_5171.MOV,data/include50/sequences/Clothes/42. T-Shirt/MVI_5171.npy,42. T-Shirt,18,Clothes_2of2.zip
Places/28. Store or Shop/MVI_3634.MOV,data/include50/sequences/Places/28. Store or Shop/MVI_3634.npy,28. Store or Shop,9,Places_3of4.zip
Adjectives/1. loud/MVI_9535.MOV,data/include50/sequences/Adjectives/1. loud/MVI_9535.npy,1. loud,1,Adjectives_1of8.zip
Clothes/42. T-Shirt/MVI_8606.MP4,data/include50/sequences/Clothes/42. T-Shirt/MVI_8606.npy,42. T-Shirt,18,Clothes_2of2.zip
Adjectives/78. long/MVI_9218.MOV,data/include50/sequences/Adjectives/78. long/MVI_9218.npy,78. long,39,Adjectives_4of8.zip
Places/19. House/MVI_3349.MOV,data/include50/sequences/Places/19. House/MVI_3349.npy,19. House,5,Places_1of4.zip
Adjectives/78. long/MVI_9459.MOV,data/include50/sequences/Adjectives/78. long/MVI_9459.npy,78. long,39,Adjectives_4of8.zip
People/78. Girl/MVI_4986.MOV,data/include50/sequences/People/78. Girl/MVI_4986.npy,78. Girl,37,People_4of5.zip
Adjectives/2. quiet/MVI_9453.MOV,data/include50/sequences/Adjectives/2. quiet/MVI_9453.npy,2. quiet,7,Adjectives_1of8.zip
Pronouns/44. it/MVI_0076.MOV,data/include50/sequences/Pronouns/44. it/MVI_0076.npy,44. it,20,Pronouns_1of2.zip
Places/23. Court/MVI_3609.MOV,data/include50/sequences/Places/23. Court/MVI_3609.npy,23. Court,8,Places_2of4.zip
Home/28. Window/MVI_4882.MOV,data/include50/sequences/Home/28. Window/MVI_4882.npy,28. Window,10,Home_1of4.zip
Jobs/91. Priest/MVI_4772.MOV,data/include50/sequences/Jobs/91. Priest/MVI_4772.npy,91. Priest,46,Jobs_1of2.zip
Adjectives/1. loud/MVI_9291.MOV,data/include50/sequences/Adjectives/1. loud/MVI_9291.npy,1. loud,1,Adjectives_1of8.zip
Adjectives/91. new/MVI_5151.MOV,data/include50/sequences/Adjectives/91. new/MVI_5151.npy,91. new,47,Adjectives_6of8.zip
Pronouns/44. it/MVI_9939.MOV,data/include50/sequences/Pronouns/44. it/MVI_9939.npy,44. it,20,Pronouns_1of2.zip
Pronouns/44. it/MVI_0077.MOV,data/include50/sequences/Pronouns/44. it/MVI_0077.npy,44. it,20,Pronouns_1of2.zip
Pronouns/40. I/MVI_0003.MOV,data/include50/sequences/Pronouns/40. I/MVI_0003.npy,40. I,16,Pronouns_1of2.zip
Adjectives/87. hot/MVI_9410.MOV,data/include50/sequences/Adjectives/87. hot/MVI_9410.npy,87. hot,45,Adjectives_6of8.zip
Animals/5. Cow/MVI_2992.MOV,data/include50/sequences/Animals/5. Cow/MVI_2992.npy,5. Cow,24,Animals_1of2.zip
Places/19. House/MVI_3267.MOV,data/include50/sequences/Places/19. House/MVI_3267.npy,19. House,5,Places_1of4.zip
Home/40. Paint/MVI_8819.MP4,data/include50/sequences/Home/40. Paint/MVI_8819.npy,40. Paint,17,Home_3of4.zip
Greetings/51. Good Morning/MVI_9971.MOV,data/include50/sequences/Greetings/51. Good Morning/MVI_9971.npy,51. Good Morning,25,Greetings_1of2.zip
Home/28. Window/MVI_4363.MOV,data/include50/sequences/Home/28. Window/MVI_4363.npy,28. Window,10,Home_1of4.zip
Adjectives/84. small little/MVI_9321.MOV,data/include50/sequences/Adjectives/84. small little/MVI_9321.npy,84. small little,43,Adjectives_5of8.zip
People/61. Father/MVI_5229.MOV,data/include50/sequences/People/61. Father/MVI_5229.npy,61. Father,31,People_1of5.zip
Seasons/64. Fall/MVI_9133.MP4,data/include50/sequences/Seasons/64. Fall/MVI_9133.npy,64. Fall,33,Seasons_1of1.zip
Home/28. Window/MVI_8768.MP4,data/include50/sequences/Home/28. Window/MVI_8768.npy,28. Window,10,Home_1of4.zip
People/78. Girl/MVI_3818.MOV,data/include50/sequences/People/78. Girl/MVI_3818.npy,78. Girl,37,People_4of5.zip
Colours/55. White/MVI_3891.MOV,data/include50/sequences/Colours/55. White/MVI_3891.npy,55. White,30,Colours_2of2.zip
Means_of_Transportation/16. train ticket/MVI_3195.MOV,data/include50/sequences/Means_of_Transportation/16. train ticket/MVI_3195.npy,16. train ticket,4,Means_of_Transportation_2of2.zip
Adjectives/79. short/MVI_9461.MOV,data/include50/sequences/Adjectives/79. short/MVI_9461.npy,79. short,40,Adjectives_4of8.zip
Animals/4. Bird/MVI_4157.MOV,data/include50/sequences/Animals/4. Bird/MVI_4157.npy,4. Bird,15,Animals_1of2.zip
Places/28. Store or Shop/MVI_3475.MOV,data/include50/sequences/Places/28. Store or Shop/MVI_3475.npy,28. Store or Shop,9,Places_3of4.zip
Society/2. Death/MVI_4255.MOV,data/include50/sequences/Society/2. Death/MVI_4255.npy,2. Death,6,Society_1of3.zip
Places/23. Court/MVI_3455.MOV,data/include50/sequences/Places/23. Court/MVI_3455.npy,23. Court,8,Places_2of4.zip
Colours/55. White/MVI_3744.MOV,data/include50/sequences/Colours/55. White/MVI_3744.npy,55. White,30,Colours_2of2.zip
Pronouns/40. I/MVI_9918.MOV,data/include50/sequences/Pronouns/40. I/MVI_9918.npy,40. I,16,Pronouns_1of2.zip
Adjectives/79. short/MVI_5110.MOV,data/include50/sequences/Adjectives/79. short/MVI_5110.npy,79. short,40,Adjectives_4of8.zip
Jobs/91. Priest/MVI_4487.MOV,data/include50/sequences/Jobs/91. Priest/MVI_4487.npy,91. Priest,46,Jobs_1of2.zip
Places/35. Bank/MVI_3582.MOV,data/include50/sequences/Places/35. Bank/MVI_3582.npy,35. Bank,13,Places_4of4.zip
Adjectives/94. good/MVI_5158.MOV,data/include50/sequences/Adjectives/94. good/MVI_5158.npy,94. good,48,Adjectives_7of8.zip
Adjectives/91. new/MVI_9259.MOV,data/include50/sequences/Adjectives/91. new/MVI_9259.npy,91. new,47,Adjectives_6of8.zip
Adjectives/78. long/MVI_9379.MOV,data/include50/sequences/Adjectives/78. long/MVI_9379.npy,78. long,39,Adjectives_4of8.zip
Places/35. Bank/MVI_3337.MOV,data/include50/sequences/Places/35. Bank/MVI_3337.npy,35. Bank,13,Places_4of4.zip
Seasons/64. Fall/MVI_4580.MOV,data/include50/sequences/Seasons/64. Fall/MVI_4580.npy,64. Fall,33,Seasons_1of1.zip
Home/28. Window/MVI_9014.MP4,data/include50/sequences/Home/28. Window/MVI_9014.npy,28. Window,10,Home_1of4.zip
Home/34. Pen/MVI_4390.MOV,data/include50/sequences/Home/34. Pen/MVI_4390.npy,34. Pen,12,Home_2of4.zip
Pronouns/44. it/MVI_9971.MOV,data/include50/sequences/Pronouns/44. it/MVI_9971.npy,44. it,20,Pronouns_1of2.zip
Adjectives/87. hot/MVI_5297.MOV,data/include50/sequences/Adjectives/87. hot/MVI_5297.npy,87. hot,45,Adjectives_6of8.zip
Places/19. House/MVI_3436.MOV,data/include50/sequences/Places/19. House/MVI_3436.npy,19. House,5,Places_1of4.zip
Society/14. Election/MVI_4840.MOV,data/include50/sequences/Society/14. Election/MVI_4840.npy,14. Election,3,Society_2of3.zip
Society/14. Election/MVI_4306.MOV,data/include50/sequences/Society/14. Election/MVI_4306.npy,14. Election,3,Society_2of3.zip
Places/35. Bank/MVI_3581.MOV,data/include50/sequences/Places/35. Bank/MVI_3581.npy,35. Bank,13,Places_4of4.zip
Jobs/84. Teacher/MVI_4458.MOV,data/include50/sequences/Jobs/84. Teacher/MVI_4458.npy,84. Teacher,42,Jobs_1of2.zip
Pronouns/46. you (plural)/MVI_0021.MOV,data/include50/sequences/Pronouns/46. you (plural)/MVI_0021.npy,46. you (plural),21,Pronouns_2of2.zip
Adjectives/83. big large/MVI_9233.MOV,data/include50/sequences/Adjectives/83. big large/MVI_9233.npy,83. big large,41,Adjectives_5of8.zip
Animals/4. Bird/MVI_3037.MOV,data/include50/sequences/Animals/4. Bird/MVI_3037.npy,4. Bird,15,Animals_1of2.zip
Seasons/61. Summer/MVI_4565.MOV,data/include50/sequences/Seasons/61. Summer/MVI_4565.npy,61. Summer,32,Seasons_1of1.zip
Adjectives/84. small little/MVI_9238.MOV,data/include50/sequences/Adjectives/84. small little/MVI_9238.npy,84. small little,43,Adjectives_5of8.zip
Pronouns/46. you (plural)/MVI_9909.MOV,data/include50/sequences/Pronouns/46. you (plural)/MVI_9909.npy,46. you (plural),21,Pronouns_2of2.zip
Adjectives/84. small little/MVI_5208.MOV,data/include50/sequences/Adjectives/84. small little/MVI_5208.npy,84. small little,43,Adjectives_5of8.zip
People/77. Boy/MVI_4981.MOV,data/include50/sequences/People/77. Boy/MVI_4981.npy,77. Boy,36,People_4of5.zip
Places/19. House/MVI_3513.MOV,data/include50/sequences/Places/19. House/MVI_3513.npy,19. House,5,Places_1of4.zip
Seasons/61. Summer/MVI_4567.MOV,data/include50/sequences/Seasons/61. Summer/MVI_4567.npy,61. Summer,32,Seasons_1of1.zip
Colours/55. White/MVI_3745.MOV,data/include50/sequences/Colours/55. White/MVI_3745.npy,55. White,30,Colours_2of2.zip
Days_and_Time/78. Year/MVI_5494.MOV,data/include50/sequences/Days_and_Time/78. Year/MVI_5494.npy,78. Year,38,Days_and_Time_2of3.zip
People/77. Boy/MVI_5287.MOV,data/include50/sequences/People/77. Boy/MVI_5287.npy,77. Boy,36,People_4of5.zip
Means_of_Transportation/16. train ticket/MVI_3196.MOV,data/include50/sequences/Means_of_Transportation/16. train ticket/MVI_3196.npy,16. train ticket,4,Means_of_Transportation_2of2.zip
Animals/5. Cow/MVI_3015.MOV,data/include50/sequences/Animals/5. Cow/MVI_3015.npy,5. Cow,24,Animals_1of2.zip
Society/2. Death/MVI_4800.MOV,data/include50/sequences/Society/2. Death/MVI_4800.npy,2. Death,6,Society_1of3.zip
Home/28. Window/MVI_9015.MP4,data/include50/sequences/Home/28. Window/MVI_9015.npy,28. Window,10,Home_1of4.zip
Days_and_Time/78. Year/MVI_9178.MP4,data/include50/sequences/Days_and_Time/78. Year/MVI_9178.npy,78. Year,38,Days_and_Time_2of3.zip
Adjectives/87. hot/MVI_9329.MOV,data/include50/sequences/Adjectives/87. hot/MVI_9329.npy,87. hot,45,Adjectives_6of8.zip
Adjectives/2. quiet/MVI_5181.MOV,data/include50/sequences/Adjectives/2. quiet/MVI_5181.npy,2. quiet,7,Adjectives_1of8.zip
Home/34. Pen/MVI_4388.MOV,data/include50/sequences/Home/34. Pen/MVI_4388.npy,34. Pen,12,Home_2of4.zip
Adjectives/79. short/MVI_9463.MOV,data/include50/sequences/Adjectives/79. short/MVI_9463.npy,79. short,40,Adjectives_4of8.zip
Adjectives/79. short/MVI_9301.MOV,data/include50/sequences/Adjectives/79. short/MVI_9301.npy,79. short,40,Adjectives_4of8.zip
Home/34. Pen/MVI_4387.MOV,data/include50/sequences/Home/34. Pen/MVI_4387.npy,34. Pen,12,Home_2of4.zip
Clothes/44. Shoes/MVI_4889.MOV,data/include50/sequences/Clothes/44. Shoes/MVI_4889.npy,44. Shoes,19,Clothes_2of2.zip
Seasons/61. Summer/MVI_9123.MP4,data/include50/sequences/Seasons/61. Summer/MVI_9123.npy,61. Summer,32,Seasons_1of1.zip
Clothes/44. Shoes/MVI_4887.MOV,data/include50/sequences/Clothes/44. Shoes/MVI_4887.npy,44. Shoes,19,Clothes_2of2.zip
Adjectives/78. long/MVI_9458.MOV,data/include50/sequences/Adjectives/78. long/MVI_9458.npy,78. long,39,Adjectives_4of8.zip
Seasons/61. Summer/MVI_4990.MOV,data/include50/sequences/Seasons/61. Summer/MVI_4990.npy,61. Summer,32,Seasons_1of1.zip
Animals/5. Cow/MVI_3017.MOV,data/include50/sequences/Animals/5. Cow/MVI_3017.npy,5. Cow,24,Animals_1of2.zip
Adjectives/2. quiet/MVI_5261.MOV,data/include50/sequences/Adjectives/2. quiet/MVI_5261.npy,2. quiet,7,Adjectives_1of8.zip
Clothes/37. Hat/MVI_3691.MOV,data/include50/sequences/Clothes/37. Hat/MVI_3691.npy,37. Hat,14,Clothes_1of2.zip
Adjectives/84. small little/MVI_9479.MOV,data/include50/sequences/Adjectives/84. small little/MVI_9479.npy,84. small little,43,Adjectives_5of8.zip
Places/35. Bank/MVI_3661.MOV,data/include50/sequences/Places/35. Bank/MVI_3661.npy,35. Bank,13,Places_4of4.zip
Places/35. Bank/MVI_3421.MOV,data/include50/sequences/Places/35. Bank/MVI_3421.npy,35. Bank,13,Places_4of4.zip
Places/23. Court/MVI_3612.MOV,data/include50/sequences/Places/23. Court/MVI_3612.npy,23. Court,8,Places_2of4.zip
Greetings/55. Thank you/MVI_0059.MOV,data/include50/sequences/Greetings/55. Thank you/MVI_0059.npy,55. Thank you,29,Greetings_2of2.zip
Adjectives/91. new/MVI_9340.MOV,data/include50/sequences/Adjectives/91. new/MVI_9340.npy,91. new,47,Adjectives_6of8.zip
Society/2. Death/MVI_4802.MOV,data/include50/sequences/Society/2. Death/MVI_4802.npy,2. Death,6,Society_1of3.zip
Adjectives/78. long/MVI_5106.MOV,data/include50/sequences/Adjectives/78. long/MVI_5106.npy,78. long,39,Adjectives_4of8.zip
Colours/47. Red/MVI_4898.MOV,data/include50/sequences/Colours/47. Red/MVI_4898.npy,47. Red,22,Colours_1of2.zip
Greetings/48. Hello/MVI_9954.MOV,data/include50/sequences/Greetings/48. Hello/MVI_9954.npy,48. Hello,23,Greetings_1of2.zip
Colours/47. Red/MVI_3868.MOV,data/include50/sequences/Colours/47. Red/MVI_3868.npy,47. Red,22,Colours_1of2.zip
Pronouns/40. I/MVI_9880.MOV,data/include50/sequences/Pronouns/40. I/MVI_9880.npy,40. I,16,Pronouns_1of2.zip
Greetings/51. Good Morning/MVI_9991.MOV,data/include50/sequences/Greetings/51. Good Morning/MVI_9991.npy,51. Good Morning,25,Greetings_1of2.zip
People/77. Boy/MVI_8644.MP4,data/include50/sequences/People/77. Boy/MVI_8644.npy,77. Boy,36,People_4of5.zip
Places/35. Bank/MVI_3664.MOV,data/include50/sequences/Places/35. Bank/MVI_3664.npy,35. Bank,13,Places_4of4.zip
Adjectives/2. quiet/MVI_9373.MOV,data/include50/sequences/Adjectives/2. quiet/MVI_9373.npy,2. quiet,7,Adjectives_1of8.zip
Adjectives/97. dry/MVI_9359.MOV,data/include50/sequences/Adjectives/97. dry/MVI_9359.npy,97. dry,49,Adjectives_8of8.zip
Places/35. Bank/MVI_3502.MOV,data/include50/sequences/Places/35. Bank/MVI_3502.npy,35. Bank,13,Places_4of4.zip
Greetings/55. Thank you/MVI_0111.MOV,data/include50/sequences/Greetings/55. Thank you/MVI_0111.npy,55. Thank you,29,Greetings_2of2.zip
Places/23. Court/MVI_3452.MOV,data/include50/sequences/Places/23. Court/MVI_3452.npy,23. Court,8,Places_2of4.zip
Places/28. Store or Shop/MVI_3632.MOV,data/include50/sequences/Places/28. Store or Shop/MVI_3632.npy,28. Store or Shop,9,Places_3of4.zip
Adjectives/97. dry/MVI_9523.MOV,data/include50/sequences/Adjectives/97. dry/MVI_9523.npy,97. dry,49,Adjectives_8of8.zip
Society/2. Death/MVI_4256.MOV,data/include50/sequences/Society/2. Death/MVI_4256.npy,2. Death,6,Society_1of3.zip
Animals/5. Cow/MVI_4158.MOV,data/include50/sequences/Animals/5. Cow/MVI_4158.npy,5. Cow,24,Animals_1of2.zip
Colours/55. White/MVI_3892.MOV,data/include50/sequences/Colours/55. White/MVI_3892.npy,55. White,30,Colours_2of2.zip
Adjectives/3. happy/MVI_5265.MOV,data/include50/sequences/Adjectives/3. happy/MVI_5265.npy,3. happy,11,Adjectives_1of8.zip
Clothes/44. Shoes/MVI_3856.MOV,data/include50/sequences/Clothes/44. Shoes/MVI_3856.npy,44. Shoes,19,Clothes_2of2.zip
Animals/1. Dog/MVI_3004.MOV,data/include50/sequences/Animals/1. Dog/MVI_3004.npy,1. Dog,0,Animals_1of2.zip
Adjectives/83. big large/MVI_5283.MOV,data/include50/sequences/Adjectives/83. big large/MVI_5283.npy,83. big large,41,Adjectives_5of8.zip
People/61. Father/MVI_8626.MP4,data/include50/sequences/People/61. Father/MVI_8626.npy,61. Father,31,People_1of5.zip
Animals/1. Dog/MVI_3003.MOV,data/include50/sequences/Animals/1. Dog/MVI_3003.npy,1. Dog,0,Animals_1of2.zip
Adjectives/84. small little/MVI_5286.MOV,data/include50/sequences/Adjectives/84. small little/MVI_5286.npy,84. small little,43,Adjectives_5of8.zip
People/78. Girl/MVI_8645.MP4,data/include50/sequences/People/78. Girl/MVI_8645.npy,78. Girl,37,People_4of5.zip
Home/40. Paint/MVI_4928.MOV,data/include50/sequences/Home/40. Paint/MVI_4928.npy,40. Paint,17,Home_3of4.zip
Seasons/61. Summer/MVI_9124.MP4,data/include50/sequences/Seasons/61. Summer/MVI_9124.npy,61. Summer,32,Seasons_1of1.zip
Adjectives/2. quiet/MVI_9538.MOV,data/include50/sequences/Adjectives/2. quiet/MVI_9538.npy,2. quiet,7,Adjectives_1of8.zip
Adjectives/79. short/MVI_5112.MOV,data/include50/sequences/Adjectives/79. short/MVI_5112.npy,79. short,40,Adjectives_4of8.zip
Animals/1. Dog/MVI_8561.MP4,data/include50/sequences/Animals/1. Dog/MVI_8561.npy,1. Dog,0,Animals_1of2.zip
Adjectives/87. hot/MVI_5137.MOV,data/include50/sequences/Adjectives/87. hot/MVI_5137.npy,87. hot,45,Adjectives_6of8.zip
Greetings/55. Thank you/MVI_0008.MOV,data/include50/sequences/Greetings/55. Thank you/MVI_0008.npy,55. Thank you,29,Greetings_2of2.zip
Greetings/48. Hello/MVI_0039.MOV,data/include50/sequences/Greetings/48. Hello/MVI_0039.npy,48. Hello,23,Greetings_1of2.zip
Greetings/51. Good Morning/MVI_0099.MOV,data/include50/sequences/Greetings/51. Good Morning/MVI_0099.npy,51. Good Morning,25,Greetings_1of2.zip
Clothes/42. T-Shirt/MVI_3706.MOV,data/include50/sequences/Clothes/42. T-Shirt/MVI_3706.npy,42. T-Shirt,18,Clothes_2of2.zip
Pronouns/40. I/MVI_9881.MOV,data/include50/sequences/Pronouns/40. I/MVI_9881.npy,40. I,16,Pronouns_1of2.zip
Home/40. Paint/MVI_4927.MOV,data/include50/sequences/Home/40. Paint/MVI_4927.npy,40. Paint,17,Home_3of4.zip
Adjectives/87. hot/MVI_9247.MOV,data/include50/sequences/Adjectives/87. hot/MVI_9247.npy,87. hot,45,Adjectives_6of8.zip
People/78. Girl/MVI_4985.MOV,data/include50/sequences/People/78. Girl/MVI_4985.npy,78. Girl,37,People_4of5.zip
Greetings/51. Good Morning/MVI_0047.MOV,data/include50/sequences/Greetings/51. Good Morning/MVI_0047.npy,51. Good Morning,25,Greetings_1of2.zip
Adjectives/83. big large/MVI_9394.MOV,data/include50/sequences/Adjectives/83. big large/MVI_9394.npy,83. big large,41,Adjectives_5of8.zip
Electronics/54. Cell phone/MVI_9102.MP4,data/include50/sequences/Electronics/54. Cell phone/MVI_9102.npy,54. Cell phone,28,Electronics_1of2.zip
Seasons/64. Fall/MVI_9134.MP4,data/include50/sequences/Seasons/64. Fall/MVI_9134.npy,64. Fall,33,Seasons_1of1.zip
People/61. Father/MVI_3912.MOV,data/include50/sequences/People/61. Father/MVI_3912.npy,61. Father,31,People_1of5.zip
Places/28. Store or Shop/MVI_3309.MOV,data/include50/sequences/Places/28. Store or Shop/MVI_3309.npy,28. Store or Shop,9,Places_3of4.zip
Adjectives/2. quiet/MVI_9371.MOV,data/include50/sequences/Adjectives/2. quiet/MVI_9371.npy,2. quiet,7,Adjectives_1of8.zip
Greetings/48. Hello/MVI_0037.MOV,data/include50/sequences/Greetings/48. Hello/MVI_0037.npy,48. Hello,23,Greetings_1of2.zip
Pronouns/44. it/MVI_0015.MOV,data/include50/sequences/Pronouns/44. it/MVI_0015.npy,44. it,20,Pronouns_1of2.zip
Society/2. Death/MVI_8931.MP4,data/include50/sequences/Society/2. Death/MVI_8931.npy,2. Death,6,Society_1of3.zip
People/61. Father/MVI_5081.MOV,data/include50/sequences/People/61. Father/MVI_5081.npy,61. Father,31,People_1of5.zip
Animals/1. Dog/MVI_3059.MOV,data/include50/sequences/Animals/1. Dog/MVI_3059.npy,1. Dog,0,Animals_1of2.zip
Greetings/51. Good Morning/MVI_0043.MOV,data/include50/sequences/Greetings/51. Good Morning/MVI_0043.npy,51. Good Morning,25,Greetings_1of2.zip
Adjectives/84. small little/MVI_5206.MOV,data/include50/sequences/Adjectives/84. small little/MVI_5206.npy,84. small little,43,Adjectives_5of8.zip
Society/2. Death/MVI_8662.MP4,data/include50/sequences/Society/2. Death/MVI_8662.npy,2. Death,6,Society_1of3.zip
Jobs/84. Teacher/MVI_4460.MOV,data/include50/sequences/Jobs/84. Teacher/MVI_4460.npy,84. Teacher,42,Jobs_1of2.zip
Clothes/37. Hat/MVI_5154.MOV,data/include50/sequences/Clothes/37. Hat/MVI_5154.npy,37. Hat,14,Clothes_1of2.zip
Adjectives/83. big large/MVI_9477.MOV,data/include50/sequences/Adjectives/83. big large/MVI_9477.npy,83. big large,41,Adjectives_5of8.zip
Adjectives/84. small little/MVI_5127.MOV,data/include50/sequences/Adjectives/84. small little/MVI_5127.npy,84. small little,43,Adjectives_5of8.zip
Adjectives/87. hot/MVI_5217.MOV,data/include50/sequences/Adjectives/87. hot/MVI_5217.npy,87. hot,45,Adjectives_6of8.zip
Adjectives/87. hot/MVI_5138.MOV,data/include50/sequences/Adjectives/87. hot/MVI_5138.npy,87. hot,45,Adjectives_6of8.zip
Colours/47. Red/MVI_3721.MOV,data/include50/sequences/Colours/47. Red/MVI_3721.npy,47. Red,22,Colours_1of2.zip
Clothes/37. Hat/MVI_3986.MOV,data/include50/sequences/Clothes/37. Hat/MVI_3986.npy,37. Hat,14,Clothes_1of2.zip
Places/28. Store or Shop/MVI_3307.MOV,data/include50/sequences/Places/28. Store or Shop/MVI_3307.npy,28. Store or Shop,9,Places_3of4.zip
Animals/1. Dog/MVI_3030.MOV,data/include50/sequences/Animals/1. Dog/MVI_3030.npy,1. Dog,0,Animals_1of2.zip
Colours/54. Black/MVI_5058.MOV,data/include50/sequences/Colours/54. Black/MVI_5058.npy,54. Black,27,Colours_2of2.zip
Electronics/53. Fan/MVI_5388.MOV,data/include50/sequences/Electronics/53. Fan/MVI_5388.npy,53. Fan,26,Electronics_1of2.zip
Pronouns/40. I/MVI_9878.MOV,data/include50/sequences/Pronouns/40. I/MVI_9878.npy,40. I,16,Pronouns_1of2.zip
Colours/55. White/MVI_5209.MOV,data/include50/sequences/Colours/55. White/MVI_5209.npy,55. White,30,Colours_2of2.zip
Colours/47. Red/MVI_8612.MP4,data/include50/sequences/Colours/47. Red/MVI_8612.npy,47. Red,22,Colours_1of2.zip
Electronics/53. Fan/MVI_4964.MOV,data/include50/sequences/Electronics/53. Fan/MVI_4964.npy,53. Fan,26,Electronics_1of2.zip
Pronouns/46. you (plural)/MVI_9975.MOV,data/include50/sequences/Pronouns/46. you (plural)/MVI_9975.npy,46. you (plural),21,Pronouns_2of2.zip
Colours/55. White/MVI_3890.MOV,data/include50/sequences/Colours/55. White/MVI_3890.npy,55. White,30,Colours_2of2.zip
Adjectives/1. loud/MVI_5337.MOV,data/include50/sequences/Adjectives/1. loud/MVI_5337.npy,1. loud,1,Adjectives_1of8.zip
Greetings/48. Hello/MVI_9914.MOV,data/include50/sequences/Greetings/48. Hello/MVI_9914.npy,48. Hello,23,Greetings_1of2.zip
People/78. Girl/MVI_5288.MOV,data/include50/sequences/People/78. Girl/MVI_5288.npy,78. Girl,37,People_4of5.zip
Adjectives/94. good/MVI_5239.MOV,data/include50/sequences/Adjectives/94. good/MVI_5239.npy,94. good,48,Adjectives_7of8.zip
Clothes/44. Shoes/MVI_3858.MOV,data/include50/sequences/Clothes/44. Shoes/MVI_3858.npy,44. Shoes,19,Clothes_2of2.zip
Greetings/55. Thank you/MVI_9949.MOV,data/include50/sequences/Greetings/55. Thank you/MVI_9949.npy,55. Thank you,29,Greetings_2of2.zip
Adjectives/78. long/MVI_5186.MOV,data/include50/sequences/Adjectives/78. long/MVI_5186.npy,78. long,39,Adjectives_4of8.zip
Adjectives/84. small little/MVI_9398.MOV,data/include50/sequences/Adjectives/84. small little/MVI_9398.npy,84. small little,43,Adjectives_5of8.zip
Pronouns/44. it/MVI_9970.MOV,data/include50/sequences/Pronouns/44. it/MVI_9970.npy,44. it,20,Pronouns_1of2.zip
Animals/1. Dog/MVI_4147.MOV,data/include50/sequences/Animals/1. Dog/MVI_4147.npy,1. Dog,0,Animals_1of2.zip
People/77. Boy/MVI_3964.MOV,data/include50/sequences/People/77. Boy/MVI_3964.npy,77. Boy,36,People_4of5.zip
Adjectives/83. big large/MVI_9476.MOV,data/include50/sequences/Adjectives/83. big large/MVI_9476.npy,83. big large,41,Adjectives_5of8.zip
Adjectives/97. dry/MVI_5326.MOV,data/include50/sequences/Adjectives/97. dry/MVI_5326.npy,97. dry,49,Adjectives_8of8.zip
People/78. Girl/MVI_3817.MOV,data/include50/sequences/People/78. Girl/MVI_3817.npy,78. Girl,37,People_4of5.zip
Days_and_Time/86. Time/MVI_9204.MP4,data/include50/sequences/Days_and_Time/86. Time/MVI_9204.npy,86. Time,44,Days_and_Time_3of3.zip
Pronouns/46. you (plural)/MVI_0030.MOV,data/include50/sequences/Pronouns/46. you (plural)/MVI_0030.npy,46. you (plural),21,Pronouns_2of2.zip
Pronouns/46. you (plural)/MVI_9947.MOV,data/include50/sequences/Pronouns/46. you (plural)/MVI_9947.npy,46. you (plural),21,Pronouns_2of2.zip
Places/23. Court/MVI_3285.MOV,data/include50/sequences/Places/23. Court/MVI_3285.npy,23. Court,8,Places_2of4.zip
Means_of_Transportation/11. Car/MVI_4176.MOV,data/include50/sequences/Means_of_Transportation/11. Car/MVI_4176.npy,11. Car,2,Means_of_Transportation_1of2.zip
People/77. Boy/MVI_4112.MOV,data/include50/sequences/People/77. Boy/MVI_4112.npy,77. Boy,36,People_4of5.zip
Seasons/64. Fall/MVI_4578.MOV,data/include50/sequences/Seasons/64. Fall/MVI_4578.npy,64. Fall,33,Seasons_1of1.zip
Animals/4. Bird/MVI_4155.MOV,data/include50/sequences/Animals/4. Bird/MVI_4155.npy,4. Bird,15,Animals_1of2.zip
